Player,Minutes,CD,Captures,Grabs,Hold,Drops,Pops,Returns,Tags,Prevent,Pups,Pups Available,Block,Button,Support,Hold Against,K/D,Pup %,Score %,NDPops,NRTags,KF,Hold/Grab,Prevent/Return,Prevent/Hold Against,Long Holds,Flaccids,Handoffs,Good Handoffs,Captures off Handoffs,Quick Returns,Key Returns,Returns in Base,Flaccid %,Chain %,QR %,RIB %,CD/Min,Captures/Min,Grabs/Min,Hold/Min,Drops/Min,Pops/Min,Returns/Min,Tags/Min,Prevent/Min,Pups/Min
`ArryKane,71.4,-7,1,67,397,66,97,63,79,517,12,127,800,113,334,2385,0.81,9.45,1.49,31,16,0,5.93,8.21,0.22,4,26,9,5,0,28,1,30,38.81,55.56,44.44,47.62,-0.1,0.01,0.94,5.56,0.92,1.36,0.88,1.11,7.24,0.17
`~`,24.799999999999997,-4,2,37,246,34,42,25,28,122,3,46,228,10,92,1050,0.67,6.52,5.41,8,3,1,6.65,4.88,0.12,2,13,3,0,0,11,1,14,35.14,0.0,44.0,56.0,-0.16,0.08,1.49,9.92,1.37,1.69,1.01,1.13,4.92,0.12
A Straw Hat,40.7,1,5,49,326,44,60,53,55,203,5,72,471,40,192,1589,0.92,6.94,10.2,16,2,0,6.65,3.83,0.13,1,10,7,1,0,12,2,18,20.41,14.29,22.64,33.96,0.02,0.12,1.2,8.01,1.08,1.47,1.3,1.35,4.99,0.12
aardvark,68.5,-14,8,91,744,82,108,67,75,343,14,128,614,64,252,2635,0.69,10.94,8.79,26,8,1,8.18,5.12,0.13,9,23,9,0,1,17,4,23,25.27,0.0,25.37,34.33,-0.2,0.12,1.33,10.86,1.2,1.58,0.98,1.09,5.01,0.2
aaron,200.5,0,28,254,1518,226,276,201,280,1599,64,362,2161,162,876,6137,1.01,17.68,11.02,50,79,0,5.98,7.96,0.26,12,84,36,11,3,56,8,79,33.07,30.56,27.86,39.3,0.0,0.14,1.27,7.57,1.13,1.38,1.0,1.4,7.98,0.32
Able,54.7,-3,1,70,428,69,91,72,81,490,5,100,583,40,238,1766,0.89,5.0,1.43,22,9,0,6.11,6.81,0.28,4,24,10,4,0,21,4,28,34.29,40.0,29.17,38.89,-0.05,0.02,1.28,7.82,1.26,1.66,1.32,1.48,8.96,0.09
Ace93,137.1,0,8,220,1767,210,243,140,156,319,25,243,1457,95,593,5895,0.64,10.29,3.64,33,16,2,8.03,2.28,0.05,19,50,22,15,1,22,13,43,22.73,68.18,15.71,30.71,0.0,0.06,1.6,12.89,1.53,1.77,1.02,1.14,2.33,0.18
Acuraun,29.7,9,3,36,381,32,38,46,60,261,20,51,296,20,120,1101,1.58,39.22,8.33,6,14,1,10.58,5.67,0.24,7,6,2,1,0,18,2,24,16.67,50.0,39.13,52.17,0.3,0.1,1.21,12.83,1.08,1.28,1.55,2.02,8.79,0.67
Adamn,20.5,9,1,16,129,15,15,49,51,217,6,38,183,5,71,722,3.4,15.79,6.25,0,2,0,8.06,4.43,0.3,1,1,0,0,1,18,1,22,6.25,0.0,36.73,44.9,0.44,0.05,0.78,6.29,0.73,0.73,2.39,2.49,10.59,0.29
adawg,230.0,30,20,206,1442,184,234,291,316,2271,43,413,2019,110,808,7459,1.35,10.41,9.71,50,25,2,7.0,7.8,0.3,12,53,21,6,2,104,13,114,25.73,28.57,35.74,39.18,0.13,0.09,0.9,6.27,0.8,1.02,1.27,1.37,9.87,0.19
aeps002,114.0,12,4,99,634,93,138,167,185,1221,10,197,1076,162,450,4212,1.34,5.08,4.04,45,18,2,6.4,7.31,0.29,4,31,20,8,0,56,6,69,31.31,40.0,33.53,41.32,0.11,0.04,0.87,5.56,0.82,1.21,1.46,1.62,10.71,0.09
AJ.,192.0,-2,31,309,2375,278,344,218,264,880,59,347,2218,135,897,6357,0.77,17.0,10.03,66,46,0,7.69,4.04,0.14,22,73,26,5,8,57,10,75,23.62,19.23,26.15,34.4,-0.01,0.16,1.61,12.37,1.45,1.79,1.14,1.38,4.58,0.31
ALCAEUS,45.3,-11,4,75,505,71,84,35,42,97,13,78,497,30,200,1877,0.5,16.67,5.33,13,7,0,6.73,2.77,0.05,4,19,6,3,0,7,0,9,25.33,50.0,20.0,25.71,-0.24,0.09,1.66,11.15,1.57,1.85,0.77,0.93,2.14,0.29
alchemist,693.0,18,71,736,4798,661,890,975,1134,7159,135,1258,6535,867,2724,21627,1.27,10.73,9.65,229,159,4,6.52,7.34,0.33,35,209,79,28,6,386,44,457,28.4,35.44,39.59,46.87,0.03,0.1,1.06,6.92,0.95,1.28,1.41,1.64,10.33,0.19
AlysBrangwin,44.0,0,0,62,445,61,78,53,61,200,11,86,451,5,177,1572,0.78,12.79,0.0,17,8,1,7.18,3.77,0.13,4,16,2,2,0,12,1,16,25.81,100.0,22.64,30.19,0.0,0.0,1.41,10.11,1.39,1.77,1.2,1.39,4.55,0.25
AmishVacuum,23.5,-4,1,27,272,26,39,19,24,86,5,40,269,40,112,1097,0.62,12.5,3.7,13,5,0,10.07,4.53,0.08,3,7,4,2,0,3,0,3,25.93,50.0,15.79,15.79,-0.17,0.04,1.15,11.57,1.11,1.66,0.81,1.02,3.66,0.21
an,30.4,11,4,28,183,24,37,38,51,318,8,54,341,90,150,1065,1.38,14.81,14.29,13,13,0,6.54,8.37,0.3,0,4,2,0,1,19,3,18,14.29,0.0,50.0,47.37,0.36,0.13,0.92,6.02,0.79,1.22,1.25,1.68,10.46,0.26
anduin,42.5,6,6,43,249,37,51,65,76,504,12,78,454,51,187,1272,1.49,15.38,13.95,14,11,0,5.79,7.75,0.4,1,11,2,1,0,22,5,30,25.58,50.0,33.85,46.15,0.14,0.14,1.01,5.86,0.87,1.2,1.53,1.79,11.86,0.28
ANDYKANSAS,144.8,15,13,152,1223,138,170,201,213,1138,31,267,1251,140,520,5416,1.25,11.61,8.55,32,12,1,8.05,5.66,0.21,10,36,19,10,2,66,12,69,23.68,52.63,32.84,34.33,0.1,0.09,1.05,8.45,0.95,1.17,1.39,1.47,7.86,0.21
Ann with a E,101.2,0,5,106,678,98,142,109,142,645,39,181,1055,83,428,4219,1.0,21.55,4.72,44,33,3,6.4,5.92,0.15,5,25,11,4,2,24,8,31,23.58,36.36,22.02,28.44,0.0,0.05,1.05,6.7,0.97,1.4,1.08,1.4,6.37,0.39
anti-re,432.7,-3,52,576,4163,518,661,432,549,2347,121,791,4697,200,1882,14088,0.83,15.3,9.03,143,117,6,7.23,5.43,0.17,53,169,72,31,5,123,24,166,29.34,43.06,28.47,38.43,-0.01,0.12,1.33,9.62,1.2,1.53,1.0,1.27,5.42,0.28
Anti_Social,64.1,-8,1,60,460,59,73,78,89,704,13,115,745,35,299,2255,1.22,11.3,1.67,14,11,0,7.67,9.03,0.31,4,11,4,2,0,26,4,29,18.33,50.0,33.33,37.18,-0.12,0.02,0.94,7.18,0.92,1.14,1.22,1.39,10.98,0.2
archedrapier,55.6,3,6,70,631,64,82,69,89,143,13,100,588,35,237,2184,1.09,13.0,8.57,18,20,0,9.01,2.07,0.07,7,12,7,4,1,12,2,19,17.14,57.14,17.39,27.54,0.05,0.11,1.26,11.35,1.15,1.47,1.24,1.6,2.57,0.23
arksoldier,354.0,-21,45,513,3009,465,570,343,429,1652,88,641,4044,170,1614,10916,0.75,13.73,8.77,105,86,3,5.87,4.82,0.15,19,150,56,23,5,86,17,101,29.24,41.07,25.07,29.45,-0.06,0.13,1.45,8.5,1.31,1.61,0.97,1.21,4.67,0.25
Armbranch,49.3,0,6,41,318,35,49,97,113,417,17,84,508,10,202,1955,2.31,20.24,14.63,14,16,0,7.76,4.3,0.21,4,9,6,3,1,29,2,30,21.95,50.0,29.9,30.93,0.0,0.12,0.83,6.45,0.71,0.99,1.97,2.29,8.46,0.34
ARoseOTGrey,62.8,5,7,91,699,83,99,78,92,134,13,119,661,95,281,2521,0.93,10.92,7.69,16,14,1,7.68,1.72,0.05,8,15,9,5,1,15,3,19,16.48,55.56,19.23,24.36,0.08,0.11,1.45,11.13,1.32,1.58,1.24,1.46,2.13,0.21
Atticus,40.4,7,8,60,629,50,55,60,66,160,3,68,423,10,168,1716,1.2,4.41,13.33,5,6,2,10.48,2.67,0.09,8,11,5,2,1,13,1,17,18.33,40.0,21.67,28.33,0.17,0.2,1.49,15.57,1.24,1.36,1.49,1.63,3.96,0.07
AVP,133.0,-1,13,167,1180,151,202,100,128,463,26,264,1224,85,495,5771,0.63,9.85,7.78,51,28,3,7.07,4.63,0.08,8,34,8,4,1,19,4,26,20.36,50.0,19.0,26.0,-0.01,0.1,1.26,8.87,1.14,1.52,0.75,0.96,3.48,0.2
Baked Potato,22.2,-4,0,29,199,29,39,24,28,41,4,40,208,40,88,832,0.72,10.0,0.0,10,4,0,6.86,1.71,0.05,3,8,7,1,0,2,0,3,27.59,14.29,8.33,12.5,-0.18,0.0,1.31,8.96,1.31,1.76,1.08,1.26,1.85,0.18
BalIgod,8.0,-2,0,10,60,10,14,7,13,44,3,14,108,5,43,251,0.93,21.43,0.0,4,6,0,6.0,6.29,0.18,0,1,2,0,0,1,0,3,10.0,0.0,14.29,42.86,-0.25,0.0,1.25,7.5,1.25,1.75,0.88,1.62,5.5,0.38
BallAnka,44.2,-14,5,85,424,76,92,38,44,103,7,78,697,30,280,1550,0.48,8.97,5.88,16,6,4,4.99,2.71,0.07,1,31,15,3,1,5,2,3,36.47,20.0,13.16,7.89,-0.32,0.11,1.92,9.59,1.72,2.08,0.86,1.0,2.33,0.16
Ballb Ross,8.0,-1,1,11,53,10,15,6,10,33,1,14,113,24,48,248,0.67,7.14,9.09,5,4,0,4.82,5.5,0.13,0,4,0,0,0,1,1,3,36.36,0.0,16.67,50.0,-0.12,0.12,1.38,6.62,1.25,1.88,0.75,1.25,4.12,0.12
BALLDON'TLIE,399.5,-7,44,448,2948,404,487,643,750,4122,133,708,3765,393,1542,11264,1.54,18.79,9.82,83,107,0,6.58,6.41,0.37,23,104,38,15,6,258,34,326,23.21,39.47,40.12,50.7,-0.02,0.11,1.12,7.38,1.01,1.22,1.61,1.88,10.32,0.33
ballparts,103.9,-6,8,110,749,97,135,139,158,926,13,181,1018,90,416,3920,1.17,7.18,7.27,38,19,5,6.81,6.66,0.24,4,28,11,4,1,61,5,79,25.45,36.36,43.88,56.83,-0.06,0.08,1.06,7.21,0.93,1.3,1.34,1.52,8.91,0.13
BallsToYou.,715.1,-13,123,1284,7633,1151,1385,608,744,1985,147,1293,8963,384,3596,23487,0.54,11.37,9.58,234,136,10,5.94,3.26,0.08,52,377,161,62,10,137,35,184,29.36,38.51,22.53,30.26,-0.02,0.17,1.8,10.67,1.61,1.94,0.85,1.04,2.78,0.21
Bally Allen,5.6,-4,0,6,15,6,7,3,3,8,0,8,37,5,15,204,0.43,0.0,0.0,1,0,0,2.5,2.67,0.04,0,4,1,1,0,0,0,0,66.67,100.0,0.0,0.0,-0.71,0.0,1.07,2.68,1.07,1.25,0.54,0.54,1.43,0.0
Ballzilla,427.3,24,53,485,2597,427,603,542,687,4320,99,774,4258,440,1751,12518,1.14,12.79,10.93,176,145,5,5.35,7.97,0.35,15,151,56,11,4,200,22,221,31.13,19.64,36.9,40.77,0.06,0.12,1.14,6.08,1.0,1.41,1.27,1.61,10.11,0.23
Bambi,297.8,-18,43,501,3692,456,538,260,296,504,44,532,3551,220,1432,11647,0.55,8.27,8.58,82,36,2,7.37,1.94,0.04,36,120,60,23,4,38,11,44,23.95,38.33,14.62,16.92,-0.06,0.14,1.68,12.4,1.53,1.81,0.87,0.99,1.69,0.15
Bamboozler,208.9,11,22,262,1875,239,291,235,272,1567,38,384,2348,153,952,6862,0.93,9.9,8.4,52,37,1,7.16,6.67,0.23,16,61,23,10,3,74,6,92,23.28,43.48,31.49,39.15,0.05,0.11,1.25,8.98,1.14,1.39,1.12,1.3,7.5,0.18
Ban all SBs,12.7,3,3,19,154,16,18,14,14,37,2,22,124,0,48,495,0.78,9.09,15.79,2,0,0,8.11,2.64,0.07,1,2,0,0,1,4,0,4,10.53,0.0,28.57,28.57,0.24,0.24,1.5,12.13,1.26,1.42,1.1,1.1,2.91,0.16
bapinney,16.1,5,2,29,184,27,32,21,22,20,1,28,158,35,69,648,0.69,3.57,6.9,5,1,0,6.34,0.95,0.03,1,10,2,2,0,4,2,3,34.48,100.0,19.05,14.29,0.31,0.12,1.8,11.43,1.68,1.99,1.3,1.37,1.24,0.06
BarryBerkman,36.2,7,2,42,291,40,48,39,52,162,7,64,375,20,150,1173,1.08,10.94,4.76,8,13,0,6.93,4.15,0.14,4,8,3,2,0,10,1,14,19.05,66.67,25.64,35.9,0.19,0.06,1.16,8.04,1.1,1.33,1.08,1.44,4.48,0.19
BasedBall,13.700000000000001,-4,2,13,91,11,14,14,14,156,0,26,133,0,52,495,1.0,0.0,15.38,3,0,0,7.0,11.14,0.32,1,3,4,1,0,8,1,8,23.08,25.0,57.14,57.14,-0.29,0.15,0.95,6.64,0.8,1.02,1.02,1.02,11.39,0.0
bbb,50.1,-4,5,59,379,54,70,60,72,382,14,90,541,62,224,1455,1.03,15.56,8.47,16,12,0,6.42,6.37,0.26,3,16,7,3,1,27,3,30,27.12,42.86,45.0,50.0,-0.08,0.1,1.18,7.56,1.08,1.4,1.2,1.44,7.62,0.28
Beach,31.2,-4,2,32,198,30,42,33,34,294,2,57,247,48,103,1055,0.81,3.51,6.25,12,1,0,6.19,8.91,0.28,3,9,4,2,0,13,1,17,28.12,50.0,39.39,51.52,-0.13,0.06,1.03,6.35,0.96,1.35,1.06,1.09,9.42,0.06
beef,69.5,17,17,95,661,76,94,84,104,596,14,122,709,50,286,2271,1.11,11.48,17.89,18,20,2,6.96,7.1,0.26,5,21,6,1,3,37,3,41,22.11,16.67,44.05,48.81,0.24,0.24,1.37,9.51,1.09,1.35,1.21,1.5,8.58,0.2
Belacqua,368.8,-14,36,419,3196,376,501,436,572,2052,146,665,3526,325,1443,14275,1.14,21.95,8.59,125,136,7,7.63,4.71,0.14,36,118,50,18,3,126,18,162,28.16,36.0,28.9,37.16,-0.04,0.1,1.14,8.67,1.02,1.36,1.18,1.55,5.56,0.4
Believeland,26.8,-5,2,35,301,33,45,24,24,115,2,50,240,10,96,1026,0.53,4.0,5.71,12,0,0,8.6,4.79,0.11,3,7,3,3,0,8,0,8,20.0,100.0,33.33,33.33,-0.19,0.07,1.31,11.23,1.23,1.68,0.9,0.9,4.29,0.07
BertaLovejoy,79.0,-7,15,164,866,148,172,40,59,101,20,146,893,35,363,3244,0.34,13.7,9.15,24,19,1,5.28,2.52,0.03,1,43,13,6,3,6,1,9,26.22,46.15,15.0,22.5,-0.09,0.19,2.08,10.96,1.87,2.18,0.51,0.75,1.28,0.25
Better Mamba,158.3,10,5,144,1085,137,174,261,300,1644,54,286,1357,73,544,5456,1.72,18.88,3.47,37,39,2,7.53,6.3,0.3,12,38,16,9,0,98,7,104,26.39,56.25,37.55,39.85,0.06,0.03,0.91,6.85,0.87,1.1,1.65,1.9,10.39,0.34
Bidet->Wipe,417.9,9,54,628,4659,566,669,395,466,1070,59,756,4309,349,1753,16907,0.7,7.8,8.6,103,71,8,7.42,2.71,0.06,30,150,57,30,8,65,18,83,23.89,52.63,16.46,21.01,0.02,0.13,1.5,11.15,1.35,1.6,0.95,1.12,2.56,0.14
Billy,23.8,-11,3,32,271,29,36,26,31,94,5,48,212,20,86,885,0.86,10.42,9.38,7,5,0,8.47,3.62,0.11,3,5,1,1,0,5,0,5,15.62,100.0,19.23,19.23,-0.46,0.13,1.34,11.39,1.22,1.51,1.09,1.3,3.95,0.21
bitter heart,310.7,27,36,307,1824,267,374,561,621,3189,79,553,2702,255,1109,9557,1.66,14.29,11.73,107,60,4,5.94,5.68,0.33,8,78,33,14,6,201,30,237,25.41,42.42,35.83,42.25,0.09,0.12,0.99,5.87,0.86,1.2,1.81,2.0,10.26,0.25
Blaatina,7.9,5,2,12,103,10,14,8,8,10,1,14,81,0,32,345,0.57,7.14,16.67,4,0,0,8.58,1.25,0.03,1,0,1,1,0,3,0,5,0.0,100.0,37.5,62.5,0.63,0.25,1.52,13.04,1.27,1.77,1.01,1.01,1.27,0.13
Black Mamba,24.0,2,3,40,408,35,37,19,25,127,6,42,247,15,99,911,0.68,14.29,7.5,2,6,2,10.2,6.68,0.14,4,7,1,0,0,7,0,9,17.5,0.0,36.84,47.37,0.08,0.12,1.67,17.0,1.46,1.54,0.79,1.04,5.29,0.25
Bob theBall,3.4,-5,0,2,6,2,4,3,4,61,0,6,26,5,11,83,1.0,0.0,0.0,2,1,0,3.0,20.33,0.73,0,0,0,0,0,1,0,2,0.0,0.0,33.33,66.67,-1.47,0.0,0.59,1.76,0.59,1.18,0.88,1.18,17.94,0.0
BobTheBob,96.4,-33,5,141,827,136,182,76,94,438,14,195,1002,60,404,4187,0.52,7.18,3.55,46,18,0,5.87,5.76,0.1,4,35,14,6,1,21,6,25,24.82,42.86,27.63,32.89,-0.34,0.05,1.46,8.58,1.41,1.89,0.79,0.98,4.54,0.15
BOFA,12.4,-6,1,21,107,20,24,6,8,52,1,20,130,20,56,519,0.33,5.0,4.76,4,2,0,5.1,8.67,0.1,0,8,4,2,1,2,0,3,38.1,50.0,33.33,50.0,-0.48,0.08,1.69,8.63,1.61,1.94,0.48,0.65,4.19,0.08
BoJack,29.900000000000002,-2,2,40,381,35,47,29,33,177,5,57,292,32,122,1222,0.7,8.77,5.0,12,4,3,9.52,6.1,0.14,4,5,1,1,0,7,2,7,12.5,100.0,24.14,24.14,-0.07,0.07,1.34,12.74,1.17,1.57,0.97,1.1,5.92,0.17
BootyChatter,1.1,1,0,0,0,0,0,3,3,5,1,2,0,0,0,27,0.0,50.0,0.0,0,0,0,0.0,1.67,0.19,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.91,0.0,0.0,0.0,0.0,0.0,2.73,2.73,4.55,0.91
Booya Ball,18.7,-2,4,25,234,20,28,25,34,77,9,34,179,12,72,810,1.21,26.47,16.0,8,9,1,9.36,3.08,0.1,3,3,0,0,1,6,2,7,12.0,0.0,24.0,28.0,-0.11,0.21,1.34,12.51,1.07,1.5,1.34,1.82,4.12,0.48
Borgus,317.6,10,37,362,2891,324,413,374,430,2252,63,572,2919,273,1192,10465,1.04,11.01,10.22,89,56,1,7.99,6.02,0.22,30,89,38,13,4,113,17,136,24.59,34.21,30.21,36.36,0.03,0.12,1.14,9.1,1.02,1.3,1.18,1.35,7.09,0.2
bort license,8.2,1,0,11,53,11,17,8,12,40,1,15,80,10,34,366,0.71,6.67,0.0,6,4,0,4.82,5.0,0.11,0,0,0,0,0,1,0,3,0.0,0.0,12.5,37.5,0.12,0.0,1.34,6.46,1.34,2.07,0.98,1.46,4.88,0.12
Bow Down,138.6,14,28,170,1266,142,192,178,208,607,42,253,1313,237,557,5221,1.08,16.6,16.47,50,30,0,7.45,3.41,0.12,11,39,14,7,1,46,11,54,22.94,50.0,25.84,30.34,0.1,0.2,1.23,9.13,1.02,1.39,1.28,1.5,4.38,0.3
Bric,9.9,-2,1,20,150,18,21,10,10,69,0,14,104,0,40,297,0.48,0.0,5.0,3,0,1,7.5,6.9,0.23,2,7,2,0,0,3,0,5,35.0,0.0,30.0,50.0,-0.2,0.1,2.02,15.15,1.82,2.12,1.01,1.01,6.97,0.0
bronny james,263.5,-19,27,390,2070,359,451,257,335,1300,60,471,2798,253,1150,8731,0.74,12.74,6.92,92,78,4,5.31,5.06,0.15,18,126,38,13,2,67,14,83,32.31,34.21,26.07,32.3,-0.07,0.1,1.48,7.86,1.36,1.71,0.98,1.27,4.93,0.23
broseph,90.4,-1,9,114,801,104,126,64,81,234,15,178,1014,5,399,3319,0.64,8.43,7.89,22,17,1,7.03,3.66,0.07,8,34,18,14,2,11,4,13,29.82,77.78,17.19,20.31,-0.01,0.1,1.26,8.86,1.15,1.39,0.71,0.9,2.59,0.17
bubblez,1006.3,5,151,1461,10448,1298,1557,956,1169,5968,234,1832,11134,817,4550,32861,0.75,12.77,10.34,259,213,12,7.15,6.24,0.18,97,379,136,45,13,338,56,370,25.94,33.09,35.36,38.7,0.0,0.15,1.45,10.38,1.29,1.55,0.95,1.16,5.93,0.23
BUTT,173.6,7,24,280,2148,254,301,171,218,613,45,313,2026,167,827,6967,0.72,14.38,8.57,47,47,2,7.67,3.58,0.09,21,62,27,18,4,39,9,51,22.14,66.67,22.81,29.82,0.04,0.14,1.61,12.37,1.46,1.73,0.99,1.26,3.53,0.26
Butter,16.9,-2,0,14,112,14,16,19,22,180,6,40,218,30,92,538,1.38,15.0,0.0,2,3,0,8.0,9.47,0.33,1,2,1,1,0,4,2,4,14.29,100.0,21.05,21.05,-0.12,0.0,0.83,6.63,0.83,0.95,1.12,1.3,10.65,0.36
Button,42.5,4,5,42,219,37,49,76,91,539,11,78,464,15,183,1233,1.86,14.1,11.9,12,15,0,5.21,7.09,0.44,1,10,11,5,0,21,4,28,23.81,45.45,27.63,36.84,0.09,0.12,0.99,5.15,0.87,1.15,1.79,2.14,12.68,0.26
C-3P0,23.5,8,3,42,259,39,45,20,20,49,3,42,286,0,112,938,0.44,7.14,7.14,6,0,0,6.17,2.45,0.05,2,10,5,2,0,0,1,5,23.81,40.0,0.0,25.0,0.34,0.13,1.79,11.02,1.66,1.91,0.85,0.85,2.09,0.13
CA$H.,210.3,8,12,193,1102,178,227,306,350,2185,48,384,2020,198,831,6769,1.54,12.5,6.22,49,44,3,5.71,7.14,0.32,11,65,21,8,0,109,13,123,33.68,38.1,35.62,40.2,0.04,0.06,0.92,5.24,0.85,1.08,1.46,1.66,10.39,0.23
Camel,0.2,0,0,1,0,1,1,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,100.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0
Cane,8.0,-3,1,9,57,8,11,8,9,58,1,14,95,10,40,314,0.82,7.14,11.11,3,1,0,6.33,7.25,0.18,0,4,3,1,0,0,0,2,44.44,33.33,0.0,25.0,-0.38,0.12,1.12,7.12,1.0,1.38,1.0,1.12,7.25,0.12
cannibal,155.7,6,11,186,1122,172,226,166,193,1358,26,277,1761,110,710,5244,0.85,9.39,5.91,54,27,3,6.03,8.18,0.26,11,57,30,8,1,59,9,63,30.65,26.67,35.54,37.95,0.04,0.07,1.19,7.21,1.1,1.45,1.07,1.24,8.72,0.17
cantab,134.7,-10,23,264,1378,240,279,112,124,332,17,242,1736,140,712,4704,0.44,7.02,8.71,39,12,1,5.22,2.96,0.07,2,73,36,13,5,34,10,41,27.65,36.11,30.36,36.61,-0.07,0.17,1.96,10.23,1.78,2.07,0.83,0.92,2.46,0.13
cantstop,294.4,7,44,422,2985,375,452,329,388,1825,59,532,2885,293,1192,9722,0.86,11.09,10.43,77,59,3,7.07,5.55,0.19,22,85,37,11,6,104,15,120,20.14,29.73,31.61,36.47,0.02,0.15,1.43,10.14,1.27,1.54,1.12,1.32,6.2,0.2
CappinFalcon,48.0,2,5,67,467,59,77,82,88,223,4,84,499,55,205,1975,1.14,4.76,7.46,18,6,3,6.97,2.72,0.11,2,12,2,0,0,17,5,25,17.91,0.0,20.73,30.49,0.04,0.1,1.4,9.73,1.23,1.6,1.71,1.83,4.65,0.08
Carrrrrl,56.8,11,5,62,345,57,76,80,83,576,20,106,488,34,196,1613,1.09,18.87,8.06,19,3,0,5.56,7.2,0.36,2,14,5,1,0,32,1,35,22.58,20.0,40.0,43.75,0.19,0.09,1.09,6.07,1.0,1.34,1.41,1.46,10.14,0.35
Catalyst,17.3,1,0,12,75,12,18,24,24,226,2,30,107,15,45,545,1.33,6.67,0.0,6,0,0,6.25,9.42,0.41,1,3,2,1,0,8,2,10,25.0,50.0,33.33,41.67,0.06,0.0,0.69,4.34,0.69,1.04,1.39,1.39,13.06,0.12
CBad,249.2,28,24,282,2146,254,319,257,347,1174,65,448,2536,110,1012,9420,1.09,14.51,8.51,65,90,4,7.61,4.57,0.12,24,66,26,13,4,63,10,74,23.4,50.0,24.51,28.79,0.11,0.1,1.13,8.61,1.02,1.28,1.03,1.39,4.71,0.26
