Player,Minutes,CD,Captures,Grabs,Hold,Drops,Pops,Returns,Tags,Prevent,Pups,Pups Available,Block,Button,Support,Hold Against,K/D,Pup %,Score %,NDPops,NRTags,KF,Hold/Grab,Prevent/Return,Prevent/Hold Against,Long Holds,Flaccids,Handoffs,Good Handoffs,Captures off Handoffs,Quick Returns,Key Returns,Returns in Base,Flaccid %,Chain %,QR %,RIB %,CD/Min,Captures/Min,Grabs/Min,Hold/Min,Drops/Min,Pops/Min,Returns/Min,Tags/Min,Prevent/Min,Pups/Min
Homie,250.2,-8,29,348,2608,315,369,260,335,1814,70,446,2531,258,1039,8176,0.91,15.7,8.33,54,75,4,7.49,6.98,0.22,25,72,35,9,1,91,10,98,20.69,25.71,35.0,37.69,-0.03,0.12,1.39,10.42,1.26,1.47,1.04,1.34,7.25,0.28
Horizon,117.3,7,13,175,1204,158,202,122,138,348,17,204,1312,175,549,4689,0.68,8.33,7.43,44,16,4,6.88,2.85,0.07,9,31,12,6,0,27,4,33,17.71,50.0,22.13,27.05,0.06,0.11,1.49,10.26,1.35,1.72,1.04,1.18,2.97,0.14
I <3 Emacs,118.1,-6,17,167,1425,148,192,133,164,597,21,206,1105,55,443,4593,0.85,10.19,10.18,44,31,2,8.53,4.49,0.13,16,35,18,7,3,36,5,44,20.96,38.89,27.07,33.08,-0.05,0.14,1.41,12.07,1.25,1.63,1.13,1.39,5.06,0.18
I cant think,2.3,0,0,5,18,5,6,0,0,2,0,4,35,10,16,35,0.0,0.0,0.0,1,0,0,3.6,0.0,0.06,0,1,1,0,0,0,0,0,20.0,0.0,0.0,0.0,0.0,0.0,2.17,7.83,2.17,2.61,0.0,0.0,0.87,0.0
I suck at tp,20.3,9,2,20,180,18,25,36,37,241,4,34,163,25,67,692,1.48,11.76,10.0,7,1,0,9.0,6.69,0.35,1,2,2,0,0,16,2,16,10.0,0.0,44.44,44.44,0.44,0.1,0.99,8.87,0.89,1.23,1.77,1.82,11.87,0.2
I_mess_up,89.7,10,10,116,732,105,127,86,99,842,9,157,943,125,393,3113,0.78,5.73,8.62,22,13,1,6.31,9.79,0.27,6,29,17,11,1,32,3,36,25.0,64.71,37.21,41.86,0.11,0.11,1.29,8.16,1.17,1.42,0.96,1.1,9.39,0.1
icancountto3,24.7,2,2,25,189,23,30,28,28,86,1,44,320,0,126,1097,0.93,2.27,8.0,7,0,0,7.56,3.07,0.08,1,4,1,0,0,7,1,8,16.0,0.0,25.0,28.57,0.08,0.08,1.01,7.65,0.93,1.21,1.13,1.13,3.48,0.04
Ifrit,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
InYourCourt,32.699999999999996,-6,2,39,251,35,50,32,35,221,3,54,309,20,126,1281,0.7,5.56,5.13,15,3,2,6.44,6.91,0.17,4,17,6,4,0,7,2,9,43.59,66.67,21.88,28.12,-0.18,0.06,1.19,7.68,1.07,1.53,0.98,1.07,6.76,0.09
Iodized Salt,259.9,-30,30,294,1484,262,344,313,363,2455,49,468,2703,238,1107,8555,1.06,10.47,10.2,82,50,2,5.05,7.84,0.29,5,98,44,15,4,104,17,123,33.33,34.09,33.23,39.3,-0.12,0.12,1.13,5.71,1.01,1.32,1.2,1.4,9.45,0.19
ipopu,74.1,-10,7,109,740,101,124,54,87,399,19,128,722,35,291,3096,0.7,14.84,6.42,23,33,1,6.79,7.39,0.13,5,26,15,5,1,13,4,19,23.85,33.33,24.07,35.19,-0.13,0.09,1.47,9.99,1.36,1.67,0.73,1.17,5.38,0.26
Irony,243.7,-44,31,339,2187,303,367,265,312,1691,61,432,2756,183,1114,7993,0.85,14.12,9.14,64,47,5,6.45,6.38,0.21,19,106,46,14,0,76,13,85,31.27,30.43,28.68,32.08,-0.18,0.13,1.39,8.97,1.24,1.51,1.09,1.28,6.94,0.25
ish,343.4,-3,33,417,2885,381,535,488,582,2236,76,611,3555,372,1465,12938,1.09,12.44,7.91,154,94,3,6.92,4.58,0.17,24,103,45,21,1,163,25,192,24.7,46.67,33.4,39.34,-0.01,0.1,1.21,8.4,1.11,1.56,1.42,1.69,6.51,0.22
Israel Lives,31.299999999999997,-8,3,80,512,77,83,8,10,14,0,56,438,40,182,1306,0.12,0.0,3.75,6,2,0,6.4,1.75,0.01,4,24,8,2,0,1,0,1,30.0,25.0,12.5,12.5,-0.26,0.1,2.56,16.36,2.46,2.65,0.26,0.32,0.45,0.0
itagpro,69.8,-8,9,106,627,95,129,67,84,254,18,122,789,184,348,2695,0.65,14.75,8.49,34,17,2,5.92,3.79,0.09,1,25,4,2,1,22,2,26,23.58,50.0,32.84,38.81,-0.11,0.13,1.52,8.98,1.36,1.85,0.96,1.2,3.64,0.26
Ivanchuk,8.0,-3,0,8,12,8,13,3,11,55,3,14,63,20,28,240,0.85,21.43,0.0,5,8,0,1.5,18.33,0.23,0,6,2,0,0,0,0,0,75.0,0.0,0.0,0.0,-0.38,0.0,1.0,1.5,1.0,1.62,0.38,1.38,6.88,0.38
J24gordon,55.7,0,10,77,815,64,73,57,77,235,15,96,522,20,208,1994,1.05,15.62,12.99,9,20,3,10.58,4.12,0.12,11,12,4,2,2,12,2,17,15.58,50.0,21.05,29.82,0.0,0.18,1.38,14.63,1.15,1.31,1.02,1.38,4.22,0.27
Jacky Moon,14.3,-4,0,14,124,14,22,11,12,34,1,26,166,10,66,708,0.55,3.85,0.0,8,1,0,8.86,3.09,0.05,2,4,1,0,0,3,2,2,28.57,0.0,27.27,18.18,-0.28,0.0,0.98,8.67,0.98,1.54,0.77,0.84,2.38,0.07
Jarek,219.2,1,28,337,1934,305,354,176,224,1405,42,389,2767,301,1145,6832,0.63,10.8,8.31,49,48,4,5.74,7.98,0.21,12,114,58,18,3,62,7,78,33.83,31.03,35.23,44.32,0.0,0.13,1.54,8.82,1.39,1.61,0.8,1.02,6.41,0.19
jazzz,267.2,20,32,369,2287,330,419,318,352,1823,51,482,3389,163,1358,8581,0.84,10.58,8.67,89,34,7,6.2,5.73,0.21,18,109,45,11,6,110,11,128,29.54,24.44,34.59,40.25,0.07,0.12,1.38,8.56,1.24,1.57,1.19,1.32,6.82,0.19
JBaay,16.2,-3,0,26,112,26,30,21,21,47,3,30,179,0,70,489,0.7,10.0,0.0,4,0,0,4.31,2.24,0.1,1,11,6,1,0,4,0,7,42.31,16.67,19.05,33.33,-0.19,0.0,1.6,6.91,1.6,1.85,1.3,1.3,2.9,0.19
Jed Bartlet,34.8,-6,5,40,237,35,51,45,51,305,8,64,362,15,145,1169,1.0,12.5,12.5,16,6,0,5.92,6.78,0.26,1,14,3,1,0,14,1,18,35.0,33.33,31.11,40.0,-0.17,0.14,1.15,6.81,1.01,1.47,1.29,1.47,8.76,0.23
Jelly Rat,97.9,0,11,136,1072,122,146,113,135,337,21,178,1027,25,411,3608,0.92,11.8,8.09,24,22,3,7.88,2.98,0.09,10,25,11,6,0,21,6,34,18.38,54.55,18.58,30.09,0.0,0.11,1.39,10.95,1.25,1.49,1.15,1.38,3.44,0.21
Jer32,194.3,4,22,216,1554,192,257,234,290,1800,58,350,1922,195,795,6173,1.13,16.57,10.19,65,56,2,7.19,7.69,0.29,16,61,28,9,3,78,10,98,28.24,32.14,33.33,41.88,0.02,0.11,1.11,8.0,0.99,1.32,1.2,1.49,9.26,0.3
jerm,199.3,21,22,230,1435,207,266,253,318,1541,58,351,1988,203,812,6333,1.2,16.52,9.57,59,65,1,6.24,6.09,0.24,9,59,20,6,3,77,18,95,25.65,30.0,30.43,37.55,0.11,0.11,1.15,7.2,1.04,1.33,1.27,1.6,7.73,0.29
jig,187.6,19,39,300,2244,258,319,166,216,679,60,339,2204,175,901,5864,0.68,17.7,13.0,61,50,3,7.48,4.09,0.12,23,66,31,8,3,35,8,44,22.0,25.81,21.08,26.51,0.1,0.21,1.6,11.96,1.38,1.7,0.88,1.15,3.62,0.32
Jim Jimson,0.2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
JimBobCooter,97.3,3,8,132,874,123,151,93,110,658,15,174,1036,55,419,3274,0.73,8.62,6.06,28,17,1,6.62,7.08,0.2,7,35,11,5,1,36,5,39,26.52,45.45,38.71,41.94,0.03,0.08,1.36,8.98,1.26,1.55,0.96,1.13,6.76,0.15
Jinjo,17.4,-3,2,22,118,20,27,22,24,150,1,32,203,5,81,566,0.89,3.12,9.09,7,2,0,5.36,6.82,0.27,0,5,0,0,0,7,1,11,22.73,0.0,31.82,50.0,-0.17,0.11,1.26,6.78,1.15,1.55,1.26,1.38,8.62,0.06
jjpoole,108.7,0,6,113,830,105,130,129,170,1291,29,199,1115,117,459,3595,1.31,14.57,5.31,25,41,2,7.35,10.01,0.36,7,31,11,8,0,51,8,65,27.43,72.73,39.53,50.39,0.0,0.06,1.04,7.64,0.97,1.2,1.19,1.56,11.88,0.27
JKooter,99.4,-8,11,122,848,110,135,112,122,576,9,180,1186,90,484,3592,0.9,5.0,9.02,25,10,1,6.95,5.14,0.16,7,29,13,3,2,39,7,43,23.77,23.08,34.82,38.39,-0.08,0.11,1.23,8.53,1.11,1.36,1.13,1.23,5.79,0.09
jkxs,102.3,6,4,103,588,99,128,140,223,752,49,183,1035,216,443,3409,1.74,26.78,3.88,29,83,0,5.71,5.37,0.22,3,32,10,6,2,54,5,63,31.07,60.0,38.57,45.0,0.06,0.04,1.01,5.75,0.97,1.25,1.37,2.18,7.35,0.48
jmu,66.1,14,8,53,330,44,67,72,83,486,16,118,525,50,214,2177,1.24,13.56,15.09,23,11,1,6.23,6.75,0.22,1,18,3,2,0,17,3,21,33.96,66.67,23.61,29.17,0.21,0.12,0.8,4.99,0.67,1.01,1.09,1.26,7.35,0.24
joy.,90.5,0,11,86,665,75,95,131,147,709,21,158,879,95,363,2943,1.55,13.29,12.79,20,16,0,7.73,5.41,0.24,8,17,8,4,1,41,10,47,19.77,50.0,31.3,35.88,0.0,0.12,0.95,7.35,0.83,1.05,1.45,1.62,7.83,0.23
JSwan,98.5,9,16,163,1211,145,168,79,119,320,24,174,1225,65,495,3198,0.71,13.79,9.82,23,40,2,7.43,4.05,0.1,16,57,22,5,1,18,6,19,34.97,22.73,22.78,24.05,0.09,0.16,1.65,12.29,1.47,1.71,0.8,1.21,3.25,0.24
JukeBerallta,98.2,-15,7,135,1037,126,154,105,130,312,24,169,980,120,406,3540,0.84,14.2,5.19,28,25,2,7.68,2.97,0.09,10,27,12,8,1,16,2,21,20.0,66.67,15.24,20.0,-0.15,0.07,1.37,10.56,1.28,1.57,1.07,1.32,3.18,0.24
JUKELELE,14.100000000000001,6,2,23,218,20,21,8,8,10,4,26,163,0,64,547,0.38,15.38,8.7,1,0,1,9.48,1.25,0.02,3,6,0,0,0,3,1,3,26.09,0.0,37.5,37.5,0.43,0.14,1.63,15.46,1.42,1.49,0.57,0.57,0.71,0.28
JukeOfEarl,37.4,-11,5,48,449,43,60,32,40,189,8,66,349,60,147,1598,0.67,12.12,10.42,17,8,0,9.35,5.91,0.12,3,9,7,3,1,4,1,9,18.75,42.86,12.5,28.12,-0.29,0.13,1.28,12.01,1.15,1.6,0.86,1.07,5.05,0.21
JukeofFrance,147.7,3,3,103,634,99,168,166,181,1235,9,265,1367,303,598,5755,1.08,3.4,2.91,69,15,1,6.16,7.44,0.21,4,31,17,6,1,37,13,51,30.1,35.29,22.29,30.72,0.02,0.02,0.7,4.29,0.67,1.14,1.12,1.23,8.36,0.06
Jukester,38.2,-5,4,82,354,77,84,37,45,87,12,68,532,10,210,1009,0.54,17.65,4.88,7,8,1,4.32,2.35,0.09,0,25,11,3,0,15,0,17,30.49,27.27,40.54,45.95,-0.13,0.1,2.15,9.27,2.02,2.2,0.97,1.18,2.28,0.31
Junoon,603.5,-26,84,920,5907,834,1018,792,983,3624,172,1103,6923,419,2791,18530,0.97,15.59,9.13,184,191,2,6.42,4.58,0.2,42,260,105,34,7,240,37,299,28.26,32.38,30.3,37.75,-0.04,0.14,1.52,9.79,1.38,1.69,1.31,1.63,6.0,0.29
K O,183.7,8,12,173,963,160,257,213,256,1642,39,336,1930,135,779,5625,1.0,11.61,6.94,97,43,1,5.57,7.71,0.29,8,63,26,12,1,69,10,87,36.42,46.15,32.39,40.85,0.04,0.07,0.94,5.24,0.87,1.4,1.16,1.39,8.94,0.21
KALX,148.8,11,23,242,1382,218,266,155,168,679,18,272,1742,148,711,5096,0.63,6.62,9.5,48,13,1,5.71,4.38,0.13,9,85,28,11,1,47,9,53,35.12,39.29,30.32,34.19,0.07,0.15,1.63,9.29,1.47,1.79,1.04,1.13,4.56,0.12
karma,479.4,-18,61,713,3761,646,821,628,768,4054,140,853,5892,351,2371,13746,0.94,16.41,8.56,175,140,6,5.27,6.46,0.29,32,268,96,29,6,251,26,301,37.59,30.21,39.97,47.93,-0.04,0.13,1.49,7.85,1.35,1.71,1.31,1.6,8.46,0.29
karthvader,8.0,-4,0,10,84,9,11,10,13,22,2,14,88,0,34,364,1.18,14.29,0.0,2,3,1,8.4,2.2,0.06,1,2,1,1,0,2,1,4,20.0,100.0,20.0,40.0,-0.5,0.0,1.25,10.5,1.12,1.38,1.25,1.62,2.75,0.25
katazei,8.0,-3,1,9,64,8,11,5,6,45,0,14,123,15,51,334,0.55,0.0,11.11,3,1,0,7.11,9.0,0.13,1,3,0,0,0,1,0,1,33.33,0.0,20.0,20.0,-0.38,0.12,1.12,8.0,1.0,1.38,0.62,0.75,5.62,0.0
kcx,29.9,6,2,27,170,25,34,53,66,380,4,52,278,60,120,893,1.94,7.69,7.41,9,13,0,6.3,7.17,0.43,2,5,4,2,0,18,5,19,18.52,50.0,33.96,35.85,0.2,0.07,0.9,5.69,0.84,1.14,1.77,2.21,12.71,0.13
Kemba Walker,13.3,-6,1,25,94,24,26,7,10,18,4,24,150,5,61,488,0.38,16.67,4.0,2,3,0,3.76,2.57,0.04,0,12,4,0,0,2,0,2,48.0,0.0,28.57,28.57,-0.45,0.08,1.88,7.07,1.8,1.95,0.53,0.75,1.35,0.3
Kep,89.9,14,13,112,864,98,123,127,145,624,16,163,966,78,393,3285,1.18,9.82,11.61,25,18,1,7.71,4.91,0.19,7,24,8,3,2,48,8,48,21.43,37.5,37.8,37.8,0.16,0.14,1.25,9.61,1.09,1.37,1.41,1.61,6.94,0.18
KING KRULE,100.4,9,12,136,800,122,153,121,149,714,24,178,1164,104,480,3161,0.97,13.48,8.82,31,28,2,5.88,5.9,0.23,6,43,11,7,0,45,7,52,31.62,63.64,37.19,42.98,0.09,0.12,1.35,7.97,1.22,1.52,1.21,1.48,7.11,0.24
Klox,94.4,-7,15,141,690,125,171,121,133,585,11,166,1129,105,463,3197,0.78,6.63,10.64,46,12,1,4.89,4.83,0.18,3,50,20,7,1,31,8,34,35.46,35.0,25.62,28.1,-0.07,0.16,1.49,7.31,1.32,1.81,1.28,1.41,6.2,0.12
kmichael,205.8,-24,23,243,1453,218,280,189,222,1156,45,372,2176,200,890,6721,0.79,12.1,9.47,62,33,2,5.98,6.12,0.17,14,70,22,8,2,48,8,63,28.81,36.36,25.4,33.33,-0.12,0.11,1.18,7.06,1.06,1.36,0.92,1.08,5.62,0.22
knight_,760.6,18,79,910,6385,823,1048,740,908,4335,134,1357,8755,551,3538,25000,0.87,9.87,8.68,225,168,8,7.02,5.86,0.17,67,247,91,23,7,199,34,247,27.14,25.27,26.89,33.38,0.02,0.1,1.2,8.39,1.08,1.38,0.97,1.19,5.7,0.18
KonTiki,237.5,-21,25,310,1611,283,376,249,288,1809,50,418,2522,105,1013,8155,0.77,11.96,8.06,93,39,2,5.2,7.27,0.22,7,102,36,13,3,64,8,92,32.9,36.11,25.7,36.95,-0.09,0.11,1.31,6.78,1.19,1.58,1.05,1.21,7.62,0.21
Korgmonkey,72.8,-5,11,124,716,110,135,63,67,275,7,128,1013,80,416,2377,0.5,5.47,8.87,25,4,3,5.77,4.37,0.12,6,32,11,6,1,15,5,19,25.81,54.55,23.81,30.16,-0.07,0.15,1.7,9.84,1.51,1.85,0.87,0.92,3.78,0.1
KungFuKenny,15.9,-3,0,17,80,16,22,12,14,85,3,28,202,5,79,577,0.64,10.71,0.0,6,2,1,4.71,7.08,0.15,0,4,0,0,0,1,0,1,23.53,0.0,8.33,8.33,-0.19,0.0,1.07,5.03,1.01,1.38,0.75,0.88,5.35,0.19
kwib,76.5,-12,3,75,578,70,82,98,116,746,16,138,755,175,333,2952,1.41,11.59,4.0,12,18,2,7.71,7.61,0.25,7,18,6,5,0,33,2,40,24.0,83.33,33.67,40.82,-0.16,0.04,0.98,7.56,0.92,1.07,1.28,1.52,9.75,0.21
kyri swirvin,77.5,11,5,108,617,103,121,76,85,745,12,136,936,35,379,2169,0.7,8.82,4.63,18,9,0,5.71,9.8,0.34,2,25,6,2,1,33,4,36,23.15,33.33,43.42,47.37,0.14,0.06,1.39,7.96,1.33,1.56,0.98,1.1,9.61,0.15
laserpig,307.1,-21,43,513,3327,467,570,309,374,1015,112,545,3744,235,1513,11768,0.66,20.55,8.38,103,65,3,6.49,3.28,0.09,25,135,58,23,1,65,11,79,26.32,39.66,21.04,25.57,-0.07,0.14,1.67,10.83,1.52,1.86,1.01,1.22,3.31,0.36
lemonate,276.0,-6,20,236,1318,216,333,428,544,2656,92,491,2342,317,979,10030,1.63,18.74,8.47,117,116,0,5.58,6.21,0.26,5,66,30,13,0,131,23,166,27.97,43.33,30.61,38.79,-0.02,0.07,0.86,4.78,0.78,1.21,1.55,1.97,9.62,0.33
let me cook,13.7,6,3,24,150,21,26,20,26,59,5,24,172,25,73,433,1.0,20.83,12.5,5,6,0,6.25,2.95,0.14,1,5,2,0,0,6,1,5,20.83,0.0,30.0,25.0,0.44,0.22,1.75,10.95,1.53,1.9,1.46,1.9,4.31,0.36
LiddiLidd,781.8,-71,63,780,5054,710,994,906,1033,7744,150,1414,7414,903,3080,26301,1.04,10.61,8.08,284,127,7,6.48,8.55,0.29,42,221,83,34,4,306,36,369,28.33,40.96,33.77,40.73,-0.09,0.08,1.0,6.46,0.91,1.27,1.16,1.32,9.91,0.19
Light,395.4,43,49,587,3982,533,666,385,451,1756,64,704,4599,433,1890,12821,0.68,9.09,8.35,133,66,5,6.78,4.56,0.14,44,170,78,34,4,99,34,135,28.96,43.59,25.71,35.06,0.11,0.12,1.48,10.07,1.35,1.68,0.97,1.14,4.44,0.16
LilB:BallGod,81.9,2,3,101,723,98,126,118,152,524,27,148,844,45,337,3241,1.21,18.24,2.97,28,34,0,7.16,4.44,0.16,6,21,6,3,0,36,5,48,20.79,50.0,30.51,40.68,0.02,0.04,1.23,8.83,1.2,1.54,1.44,1.86,6.4,0.33
lizzey,300.8,-1,31,305,1827,272,372,411,477,2528,57,539,2812,473,1188,9702,1.28,10.58,10.16,100,66,2,5.99,6.15,0.26,12,93,34,11,1,137,16,169,30.49,32.35,33.33,41.12,-0.0,0.1,1.01,6.07,0.9,1.24,1.37,1.59,8.4,0.19
LogisticMap,124.8,-17,6,128,782,122,162,158,167,958,13,222,1244,60,498,4319,1.03,5.86,4.69,40,9,0,6.11,6.06,0.22,6,43,19,8,1,45,7,56,33.59,42.11,28.48,35.44,-0.14,0.05,1.03,6.27,0.98,1.3,1.27,1.34,7.68,0.1
long ball,154.9,9,19,182,1238,159,230,223,273,710,43,274,1429,255,607,5734,1.19,15.69,10.44,71,50,4,6.8,3.18,0.12,12,48,20,6,2,54,13,78,26.37,30.0,24.22,34.98,0.06,0.12,1.17,7.99,1.03,1.48,1.44,1.76,4.58,0.28
lowermywin%,53.0,-3,5,72,452,66,82,55,77,346,13,94,515,127,225,1866,0.94,13.83,6.94,16,22,1,6.28,6.29,0.19,2,16,7,4,0,19,4,17,22.22,57.14,34.55,30.91,-0.06,0.09,1.36,8.53,1.25,1.55,1.04,1.45,6.53,0.25
Lysdexic,17.7,-2,2,30,240,28,31,17,24,37,3,32,222,60,98,664,0.77,9.38,6.67,3,7,0,8.0,2.18,0.06,1,5,3,1,0,2,0,2,16.67,33.33,11.76,11.76,-0.11,0.11,1.69,13.56,1.58,1.75,0.96,1.36,2.09,0.17
Macbuckets,17.6,-3,5,31,184,26,30,20,22,83,2,32,174,20,72,614,0.73,6.25,16.13,4,2,0,5.94,4.15,0.14,0,6,1,0,1,4,0,4,19.35,0.0,20.0,20.0,-0.17,0.28,1.76,10.45,1.48,1.7,1.14,1.25,4.72,0.11
Madoka,624.7,-6,76,824,4850,743,963,789,994,4925,192,1136,7147,479,2897,18058,1.03,16.9,9.22,220,205,5,5.89,6.24,0.27,34,229,82,22,5,287,46,349,27.79,26.83,36.38,44.23,-0.01,0.12,1.32,7.76,1.19,1.54,1.26,1.59,7.88,0.31
Maelstrom,163.8,-20,18,235,1488,214,259,230,275,1134,30,293,2020,197,831,5267,1.06,10.24,7.66,45,45,3,6.33,4.93,0.22,11,58,22,8,5,71,12,85,24.68,36.36,30.87,36.96,-0.12,0.11,1.43,9.08,1.31,1.58,1.4,1.68,6.92,0.18
MAGNlTUDE,78.2,-3,8,79,500,70,91,108,134,467,23,140,797,42,314,2743,1.47,16.43,10.13,21,26,1,6.33,4.32,0.17,1,19,8,4,1,30,5,36,24.05,50.0,27.78,33.33,-0.04,0.1,1.01,6.39,0.9,1.16,1.38,1.71,5.97,0.29
Marblmadness,33.1,-9,1,59,159,58,74,30,31,146,2,56,529,45,217,1214,0.42,3.57,1.69,16,1,0,2.69,4.87,0.12,0,29,6,1,0,6,0,6,49.15,16.67,20.0,20.0,-0.27,0.03,1.78,4.8,1.75,2.24,0.91,0.94,4.41,0.06
MarcusYallow,77.6,6,11,129,833,118,139,97,106,479,7,138,976,80,398,2416,0.76,5.07,8.53,21,9,0,6.46,4.94,0.2,7,38,10,2,2,39,4,42,29.46,20.0,40.21,43.3,0.08,0.14,1.66,10.73,1.52,1.79,1.25,1.37,6.17,0.09
Marijuana,357.7,2,52,558,3632,500,621,368,439,1709,86,650,3990,168,1599,14395,0.71,13.23,9.32,121,71,6,6.51,4.64,0.12,21,120,48,23,5,101,12,121,21.51,47.92,27.45,32.88,0.01,0.15,1.56,10.15,1.4,1.74,1.03,1.23,4.78,0.24
MaxW,39.6,6,4,83,470,79,93,30,55,100,11,69,554,65,231,1128,0.59,15.94,4.82,14,25,0,5.66,3.33,0.09,2,24,10,5,0,4,2,5,28.92,50.0,13.33,16.67,0.15,0.1,2.1,11.87,1.99,2.35,0.76,1.39,2.53,0.28
MayeDay,20.1,-1,1,24,174,23,29,31,34,132,2,36,204,20,82,736,1.17,5.56,4.17,6,3,0,7.25,4.26,0.18,1,6,2,1,0,8,2,11,25.0,50.0,25.81,35.48,-0.05,0.05,1.19,8.66,1.14,1.44,1.54,1.69,6.57,0.1
McDavid,111.8,-9,9,129,849,120,166,151,174,739,20,198,1075,116,442,4033,1.05,10.1,6.98,46,23,0,6.58,4.89,0.18,4,30,11,3,0,44,4,54,23.26,27.27,29.14,35.76,-0.08,0.08,1.15,7.59,1.07,1.48,1.35,1.56,6.61,0.18
MDK,105.9,-18,11,131,985,120,154,76,113,316,27,197,1106,160,462,4285,0.73,13.71,8.4,34,37,0,7.52,4.16,0.07,11,39,15,4,0,14,4,17,29.77,26.67,18.42,22.37,-0.17,0.1,1.24,9.3,1.13,1.45,0.72,1.07,2.98,0.25
megapoop22,245.8,36,45,402,2795,354,438,248,299,787,49,441,2796,233,1142,9214,0.68,11.11,11.19,84,51,3,6.95,3.17,0.09,18,105,36,18,7,39,10,61,26.12,50.0,15.73,24.6,0.15,0.18,1.64,11.37,1.44,1.78,1.01,1.22,3.2,0.2
memnite,76.2,-2,5,90,533,84,121,86,95,613,10,132,706,70,288,2739,0.79,7.58,5.56,37,9,1,5.92,7.13,0.22,4,21,10,3,0,33,8,32,23.33,30.0,38.37,37.21,-0.03,0.07,1.18,6.99,1.1,1.59,1.13,1.25,8.04,0.13
meowza,183.6,20,25,205,1777,179,207,260,316,1998,61,333,1915,118,771,5496,1.53,18.32,12.2,28,56,1,8.67,7.68,0.36,23,46,23,7,1,104,13,126,22.44,30.43,40.0,48.46,0.11,0.14,1.12,9.68,0.97,1.13,1.42,1.72,10.88,0.33
Messy,49.7,-6,5,57,289,51,78,53,62,403,11,87,496,85,210,1428,0.79,12.64,8.77,27,9,1,5.07,7.6,0.28,0,21,6,2,1,16,3,21,36.84,33.33,30.19,39.62,-0.12,0.1,1.15,5.81,1.03,1.57,1.07,1.25,8.11,0.22
metalhead,849.2,-13,83,1085,5773,992,1317,980,1168,6366,200,1507,8895,1459,3769,32433,0.89,13.27,7.65,325,188,10,5.32,6.5,0.2,27,330,137,55,8,266,45,344,30.41,40.15,27.14,35.1,-0.02,0.1,1.28,6.8,1.17,1.55,1.15,1.38,7.5,0.24
mex,50.7,-3,7,88,504,81,98,57,62,264,7,92,595,15,235,1520,0.63,7.61,7.95,17,5,0,5.73,4.63,0.17,4,31,5,3,0,12,2,19,35.23,60.0,21.05,33.33,-0.06,0.14,1.74,9.94,1.6,1.93,1.12,1.22,5.21,0.14
Misery,81.2,11,17,120,977,100,121,101,130,438,19,144,939,119,389,3000,1.07,13.19,14.17,21,29,3,8.14,4.34,0.15,10,29,10,1,3,17,5,26,24.17,10.0,16.83,25.74,0.14,0.21,1.48,12.03,1.23,1.49,1.24,1.6,5.39,0.23
Mitchman780,8.6,1,1,21,101,20,24,3,4,21,3,16,136,0,54,292,0.17,18.75,4.76,4,1,0,4.81,7.0,0.07,0,6,2,0,0,0,0,0,28.57,0.0,0.0,0.0,0.12,0.12,2.44,11.74,2.33,2.79,0.35,0.47,2.44,0.35
Modric,121.5,-15,7,143,940,133,172,133,164,593,27,212,1151,160,480,5105,0.95,12.74,4.9,39,31,3,6.57,4.46,0.12,7,30,21,8,0,43,1,44,20.98,38.1,32.33,33.08,-0.12,0.06,1.18,7.74,1.09,1.42,1.09,1.35,4.88,0.22
MoGGee,35.4,5,3,26,232,22,32,45,46,253,9,60,261,5,103,1417,1.44,15.0,11.54,10,1,1,8.92,5.62,0.18,3,5,2,0,1,11,2,11,19.23,0.0,24.44,24.44,0.14,0.08,0.73,6.55,0.62,0.9,1.27,1.3,7.15,0.25
MollyScully,8.0,-4,1,12,63,11,13,15,19,61,2,14,85,20,38,285,1.46,14.29,8.33,2,4,0,5.25,4.07,0.21,1,5,2,0,0,6,1,10,41.67,0.0,40.0,66.67,-0.5,0.12,1.5,7.88,1.38,1.62,1.88,2.38,7.62,0.25
Montoorn,17.6,-2,0,17,170,16,20,27,28,59,7,32,192,20,80,811,1.4,21.88,0.0,4,1,1,10.0,2.19,0.07,3,3,4,3,0,2,0,4,17.65,75.0,7.41,14.81,-0.11,0.0,0.97,9.66,0.91,1.14,1.53,1.59,3.35,0.4
MrBeaver,0.2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,5,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0
MrDMoney,191.5,10,31,237,1611,203,255,192,236,1008,50,342,2035,110,818,6359,0.93,14.62,13.08,52,44,3,6.8,5.25,0.16,12,67,30,11,5,58,3,55,28.27,36.67,30.21,28.65,0.05,0.16,1.24,8.41,1.06,1.33,1.0,1.23,5.26,0.26
