Player,Team,Minutes,CD,Captures,Grabs,Hold,Drops,Pops,Returns,Tags,Prevent,Pups,Pups Available,Block,Button,Support,Hold Against,K/D,Pup %,Score %,NDPops,NRTags,KF,Hold/Grab,Prevent/Return,Prevent/Hold Against,Long Holds,Flaccids,Handoffs,Good Handoffs,Captures off Handoffs,Quick Returns,Key Returns,Returns in Base,Flaccid %,Chain %,QR %,RIB %,matchId,mapName
babyTron,Red,5.8,5,2,6,29,4,6,12,13,39,2,10,33,0,12,210,2.17,20.0,33.33,2,1,0,4.83,3.25,0.19,0,2,1,0,0,4,0,5,33.33,0.0,33.33,41.67,3991568,OTI Jardim
BaII,Red,5.8,5,1,8,30,7,10,4,4,13,0,10,75,0,30,210,0.4,0.0,12.5,3,0,0,3.75,3.25,0.06,0,4,0,0,0,2,2,2,50.0,0.0,50.0,50.0,3991568,OTI Jardim
Marijuana,Blue,0.9,0,0,0,0,0,0,0,0,0,0,0,10,0,4,36,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3991571,Moon Base 2024
Roll Player,Red,0.9,0,0,3,8,3,3,1,1,0,0,0,19,0,6,38,0.33,0.0,0.0,0,0,0,2.67,0.0,0.0,0,2,2,1,0,0,0,0,66.67,50.0,0.0,0.0,3991571,Moon Base 2024
Tagger Woods,Red,0.9,0,0,3,21,2,2,0,0,0,0,0,15,0,6,38,0.0,0.0,0.0,0,0,1,7.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3991571,Moon Base 2024
whosagoodboy,Blue,0.9,0,0,2,12,2,2,1,2,1,0,0,10,5,5,36,1.0,0.0,0.0,0,1,0,6.0,1.0,0.03,0,1,0,0,0,0,0,1,50.0,0.0,0.0,100.0,3991571,Moon Base 2024
rizzmaster,Red,0.3,0,0,0,0,0,0,1,1,3,0,0,0,0,0,38,0.0,0.0,0.0,0,0,0,0.0,3.0,0.08,0,0,0,0,0,1,0,1,0.0,0.0,100.0,100.0,3991571,Moon Base 2024
Way Maker,Red,0.9,0,0,1,7,1,2,0,0,7,0,0,15,0,6,38,0.0,0.0,0.0,1,0,0,7.0,0.0,0.18,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3991571,Moon Base 2024
fl33t,Blue,0.9,0,0,1,26,0,0,1,1,6,0,0,0,0,0,36,0.0,0.0,0.0,0,0,1,26.0,6.0,0.17,1,0,0,0,0,1,0,1,0.0,0.0,100.0,100.0,3991571,Moon Base 2024
BaII,Blue,0.9,0,0,0,0,0,0,4,4,9,0,0,5,0,2,36,0.0,0.0,0.0,0,0,0,0.0,2.25,0.25,0,0,0,0,0,1,0,2,0.0,0.0,25.0,50.0,3991571,Moon Base 2024
popsic,Blue,8.2,-1,0,8,45,8,8,14,19,121,6,16,115,10,48,211,2.38,37.5,0.0,0,5,0,5.62,8.64,0.57,0,1,1,0,0,5,0,6,12.5,0.0,35.71,42.86,3991573,Milano 2
kcx,Red,8.2,1,1,10,66,9,10,16,16,46,3,16,101,15,43,271,1.6,18.75,10.0,1,0,0,6.6,2.88,0.17,1,3,0,0,0,6,0,6,30.0,0.0,37.5,37.5,3991573,Milano 2
JukeOfEarl,Red,8.2,1,2,10,52,8,10,6,7,58,0,16,92,35,43,271,0.7,0.0,20.0,2,1,0,5.2,9.67,0.21,0,2,2,0,0,2,1,4,20.0,0.0,33.33,66.67,3991573,Milano 2
karma,Blue,8.2,-1,0,10,74,10,12,16,17,64,2,16,87,5,35,211,1.42,12.5,0.0,2,1,0,7.4,4.0,0.3,1,2,2,2,0,6,2,5,20.0,100.0,37.5,31.25,3991573,Milano 2
Sir Cle Jerk,Blue,8.2,-1,1,15,56,14,15,5,7,60,2,16,105,15,45,211,0.47,12.5,6.67,1,2,0,3.73,12.0,0.28,0,6,2,1,0,2,0,4,40.0,50.0,40.0,80.0,3991573,Milano 2
jazzz,Red,8.2,1,0,12,54,12,19,14,14,48,0,16,90,0,36,271,0.74,0.0,0.0,7,0,0,4.5,3.43,0.18,0,5,0,0,0,2,0,4,41.67,0.0,14.29,28.57,3991573,Milano 2
baIl-e,Red,8.2,1,0,11,39,11,14,11,13,29,1,16,54,5,21,271,0.93,6.25,0.0,3,2,0,3.55,2.64,0.11,0,5,2,0,0,4,0,5,45.45,0.0,36.36,45.45,3991573,Milano 2
Prime,Blue,8.2,-1,1,16,96,15,17,5,5,59,2,16,157,5,63,211,0.29,12.5,6.25,2,0,0,6.0,11.8,0.28,0,5,1,1,1,2,0,4,31.25,100.0,40.0,80.0,3991573,Milano 2
Toidi,Blue,8.4,-1,0,4,11,4,11,8,8,81,0,16,84,0,32,252,0.73,0.0,0.0,7,0,0,2.75,10.12,0.32,0,1,2,0,0,2,0,4,25.0,0.0,25.0,50.0,3991575,A Flaccid Type Map
G.O.A.T.,Blue,8.4,-1,0,13,75,13,19,9,9,18,0,16,109,0,42,252,0.47,0.0,0.0,6,0,0,5.77,2.0,0.07,1,4,1,1,0,2,0,3,30.77,100.0,22.22,33.33,3991575,A Flaccid Type Map
skibbity,Red,8.4,1,2,8,71,6,6,18,18,82,0,16,35,0,14,233,3.0,0.0,25.0,0,0,0,8.88,4.56,0.35,0,0,0,0,0,8,0,9,0.0,0.0,44.44,50.0,3991575,A Flaccid Type Map
d0pe,Red,8.4,1,1,13,97,12,12,10,15,20,6,16,109,0,42,233,1.25,37.5,7.69,0,5,0,7.46,2.0,0.09,1,2,0,0,0,3,1,5,15.38,0.0,30.0,50.0,3991575,A Flaccid Type Map
BallsToYou.,Red,8.4,1,0,14,46,14,14,6,15,27,5,16,121,0,48,233,1.07,31.25,0.0,0,9,0,3.29,4.5,0.12,0,8,2,1,0,2,0,2,57.14,50.0,33.33,33.33,3991575,A Flaccid Type Map
rai,Red,8.4,1,1,6,38,5,5,11,14,91,2,16,73,0,28,233,2.8,12.5,16.67,0,3,0,6.33,8.27,0.39,0,0,0,0,0,4,0,6,0.0,0.0,36.36,54.55,3991575,A Flaccid Type Map
white,Blue,8.4,-1,3,18,89,15,16,10,10,31,2,16,117,0,46,252,0.62,12.5,16.67,1,0,0,4.94,3.1,0.12,0,6,2,1,0,2,0,3,33.33,50.0,20.0,30.0,3991575,A Flaccid Type Map
CT Crunch,Blue,8.4,-1,0,13,58,13,18,9,9,41,1,16,118,0,46,252,0.5,6.25,0.0,5,0,0,4.46,4.56,0.16,0,6,1,1,0,4,0,4,46.15,100.0,44.44,44.44,3991575,A Flaccid Type Map
Wraith,Blue,8.0,2,1,9,60,7,9,16,17,99,3,14,72,25,33,285,1.89,21.43,11.11,2,1,1,6.67,6.19,0.35,1,4,1,1,0,3,1,5,44.44,100.0,18.75,31.25,3991577,Milano 2
ish,Blue,8.0,2,1,13,49,12,13,6,11,63,1,14,113,40,52,285,0.85,7.14,7.69,1,5,0,3.77,10.5,0.22,0,5,1,0,1,3,1,4,38.46,0.0,50.0,66.67,3991577,Milano 2
boogie,Blue,8.0,2,2,13,111,11,14,8,8,50,1,14,73,20,32,285,0.57,7.14,15.38,3,0,0,8.54,6.25,0.18,2,2,3,1,1,3,1,3,15.38,33.33,37.5,37.5,3991577,Milano 2
wallsquirrel,Red,8.0,-2,2,7,56,5,8,16,16,81,2,14,57,5,23,290,2.0,14.29,28.57,3,0,0,8.0,5.06,0.28,0,0,1,0,0,1,1,6,0.0,0.0,6.25,37.5,3991577,Milano 2
kmichael,Red,8.0,-2,0,9,67,9,14,9,10,28,3,14,106,15,45,290,0.71,21.43,0.0,5,1,0,7.44,3.11,0.1,1,3,1,1,0,4,0,4,33.33,100.0,44.44,44.44,3991577,Milano 2
umad,Blue,8.0,2,1,17,70,16,20,6,9,29,1,14,88,35,41,285,0.45,7.14,5.88,4,3,0,4.12,4.83,0.1,0,3,2,1,0,0,0,1,17.65,50.0,0.0,16.67,3991577,Milano 2
babyTron,Red,8.0,-2,1,14,131,12,15,8,8,22,1,14,81,10,34,290,0.53,7.14,7.14,3,0,1,9.36,2.75,0.08,2,3,0,0,0,3,0,5,21.43,0.0,37.5,62.5,3991577,Milano 2
Ann with a E,Red,8.0,-2,0,10,31,10,14,11,14,66,2,14,69,0,26,290,1.0,14.29,0.0,4,3,0,3.1,6.0,0.23,0,4,2,1,0,5,0,5,40.0,50.0,45.45,45.45,3991577,Milano 2
Marijuana,Red,6.2,5,1,5,65,4,5,9,12,55,3,18,74,0,28,256,2.4,16.67,20.0,1,3,0,13.0,6.11,0.21,1,0,0,0,0,3,1,4,0.0,0.0,33.33,44.44,3991580,Nuke
Ebhawk,Blue,6.2,-5,0,7,91,7,10,4,4,64,3,18,50,0,20,239,0.4,16.67,0.0,3,0,0,13.0,16.0,0.27,1,1,0,0,0,2,0,2,14.29,0.0,50.0,50.0,3991580,Nuke
whosagoodboy,Red,6.2,5,0,6,70,6,7,4,8,49,4,18,51,0,20,256,1.14,22.22,0.0,1,4,0,11.67,12.25,0.19,1,2,1,0,0,1,0,1,33.33,0.0,25.0,25.0,3991580,Nuke
fl33t,Blue,6.2,-5,0,4,43,4,4,4,6,25,4,18,89,0,34,239,1.5,22.22,0.0,0,2,0,10.75,6.25,0.1,0,0,0,0,0,1,0,2,0.0,0.0,25.0,50.0,3991580,Nuke
Way Maker,Red,6.2,5,4,10,71,6,7,6,6,10,1,18,72,0,28,256,0.86,5.56,40.0,1,0,0,7.1,1.67,0.04,0,2,0,0,1,1,0,1,20.0,0.0,16.67,16.67,3991580,Nuke
Snekster,Blue,6.2,-5,0,10,93,10,12,7,7,31,1,18,75,0,30,239,0.58,5.56,0.0,2,0,0,9.3,4.43,0.13,1,3,0,0,0,3,0,4,30.0,0.0,42.86,57.14,3991580,Nuke
BaII,Blue,6.2,-5,0,6,29,6,8,5,5,40,1,18,87,0,34,239,0.62,5.56,0.0,2,0,0,4.83,8.0,0.17,0,2,0,0,0,0,0,0,33.33,0.0,0.0,0.0,3991580,Nuke
itagpro,Red,6.2,5,0,6,33,6,7,3,3,19,1,18,86,0,34,256,0.43,5.56,0.0,1,0,0,5.5,6.33,0.07,0,2,1,1,0,1,0,2,33.33,100.0,33.33,66.67,3991580,Nuke
JukeOfEarl,Blue,8.2,-1,0,11,34,11,14,10,12,111,0,15,75,45,39,208,0.86,0.0,0.0,3,2,0,3.09,11.1,0.53,0,6,2,1,0,7,0,6,54.55,50.0,70.0,60.0,3991582,Asida
popsic,Red,8.2,1,0,3,17,3,3,21,23,206,2,15,60,25,29,161,7.67,13.33,0.0,0,2,0,5.67,9.81,1.28,0,2,2,1,0,12,1,12,66.67,50.0,57.14,57.14,3991582,Asida
jazzz,Blue,8.2,-1,1,16,46,15,15,9,9,65,2,15,117,15,49,208,0.6,13.33,6.25,0,0,0,2.88,7.22,0.31,0,6,0,0,0,5,1,6,37.5,0.0,55.56,66.67,3991582,Asida
Crippy,Blue,8.2,-1,2,18,67,16,18,2,3,24,1,15,100,15,43,208,0.17,6.67,11.11,2,1,0,3.72,12.0,0.12,0,8,3,1,1,0,0,0,44.44,33.33,0.0,0.0,3991582,Asida
karma,Red,8.2,1,1,6,53,5,7,9,13,113,4,15,50,20,24,161,1.86,26.67,16.67,2,4,0,8.83,12.56,0.7,1,2,0,0,0,4,0,5,33.33,0.0,44.44,55.56,3991582,Asida
gl hf :),Red,8.2,1,2,19,91,17,18,7,10,26,1,15,111,5,45,161,0.56,6.67,10.53,1,3,0,4.79,3.71,0.16,1,9,2,0,0,2,0,2,47.37,0.0,28.57,28.57,3991582,Asida
kcx,Blue,8.2,-1,1,3,14,2,8,16,16,121,1,15,49,5,19,208,2.0,6.67,33.33,6,0,0,4.67,7.56,0.58,0,0,0,0,0,9,0,9,0.0,0.0,56.25,56.25,3991582,Asida
baIl-e,Red,8.2,1,2,14,47,12,13,7,8,46,4,15,124,10,50,161,0.62,26.67,14.29,1,1,0,3.36,6.57,0.29,0,8,1,0,0,2,0,3,57.14,0.0,28.57,42.86,3991582,Asida
Wraith,Blue,5.2,-5,0,3,14,3,5,18,18,72,0,10,70,10,30,159,3.6,0.0,0.0,2,0,0,4.67,4.0,0.45,0,1,0,0,0,10,0,12,33.33,0.0,55.56,66.67,3991583,Combine
Toidi,Red,5.2,5,0,5,14,5,5,4,8,69,2,10,49,25,23,167,1.6,20.0,0.0,0,4,0,2.8,17.25,0.41,0,1,3,0,0,2,0,2,20.0,0.0,50.0,50.0,3991583,Combine
white,Blue,5.2,-5,1,8,69,7,10,2,2,5,0,10,50,5,21,159,0.2,0.0,12.5,3,0,0,8.62,2.5,0.03,0,0,0,0,0,0,0,1,0.0,0.0,0.0,50.0,3991583,Combine
skibbity,Red,5.2,5,2,11,40,9,9,6,10,41,2,10,68,15,29,167,1.11,20.0,18.18,0,4,0,3.64,6.83,0.25,0,4,3,1,1,2,0,3,36.36,33.33,33.33,50.0,3991583,Combine
G.O.A.T.,Red,5.2,5,1,12,46,11,12,4,4,35,0,10,57,15,25,167,0.33,0.0,8.33,1,0,0,3.83,8.75,0.21,1,5,2,0,0,1,2,1,41.67,0.0,25.0,25.0,3991583,Combine
BallsToYou.,Red,5.2,5,4,9,59,5,5,5,6,16,1,10,49,0,18,167,1.2,10.0,44.44,0,1,0,6.56,3.2,0.1,1,5,1,0,1,1,1,2,55.56,0.0,20.0,40.0,3991583,Combine
Optical Juke,Blue,5.2,-5,0,5,23,5,10,6,6,37,1,10,50,5,21,159,0.6,10.0,0.0,5,0,0,4.6,6.17,0.23,1,3,1,1,0,3,0,4,60.0,100.0,50.0,66.67,3991583,Combine
d0pe,Blue,5.2,-5,1,5,61,4,6,4,4,24,4,10,44,5,17,159,0.67,40.0,20.0,2,0,0,12.2,6.0,0.15,2,2,1,1,0,2,1,2,40.0,100.0,50.0,50.0,3991583,Combine
Roll Player,Blue,8.0,-1,0,16,115,16,16,6,7,19,3,14,104,10,42,336,0.44,21.43,0.0,0,1,0,7.19,3.17,0.06,2,5,1,0,0,0,0,0,31.25,0.0,0.0,0.0,3991590,Centenaria
ish,Red,8.0,1,0,7,64,6,10,17,18,51,2,14,57,15,25,335,1.8,14.29,0.0,4,1,1,9.14,3.0,0.15,1,3,2,2,0,5,0,7,42.86,100.0,29.41,41.18,3991590,Centenaria
boogie,Blue,8.0,-1,0,9,29,9,12,6,6,38,2,14,80,10,34,336,0.5,14.29,0.0,3,0,0,3.22,6.33,0.11,0,3,2,1,0,1,0,2,33.33,50.0,16.67,33.33,3991590,Centenaria
umad,Blue,8.0,-1,1,16,137,15,16,5,7,16,2,14,95,15,41,336,0.44,14.29,6.25,1,2,0,8.56,3.2,0.05,2,4,5,1,0,0,1,2,25.0,20.0,0.0,40.0,3991590,Centenaria
PBN,Red,8.0,1,0,6,42,6,11,15,16,56,0,14,76,5,31,335,1.45,0.0,0.0,5,1,0,7.0,3.73,0.17,0,0,1,0,0,7,0,7,0.0,0.0,46.67,46.67,3991590,Centenaria
babyTron,Red,8.0,1,2,12,123,10,10,9,10,15,1,14,52,15,23,335,1.0,7.14,16.67,0,1,0,10.25,1.67,0.04,0,0,0,0,1,1,0,3,0.0,0.0,11.11,33.33,3991590,Centenaria
BaII,Red,8.0,1,1,11,107,10,14,7,8,11,2,14,100,0,40,335,0.57,14.29,9.09,4,1,0,9.73,1.57,0.03,1,2,2,2,0,2,0,2,18.18,100.0,28.57,28.57,3991590,Centenaria
sieh,Blue,8.0,-1,1,9,54,8,11,14,21,50,2,14,86,5,35,336,1.91,14.29,11.11,3,7,0,6.0,3.57,0.15,0,3,3,2,0,4,0,4,33.33,66.67,28.57,28.57,3991590,Centenaria
popsic,Red,8.0,-1,0,7,25,7,11,10,14,80,6,14,107,5,43,271,1.27,42.86,0.0,4,4,0,3.57,8.0,0.3,0,2,1,1,0,3,0,2,28.57,100.0,30.0,20.0,3991591,Sardonica
JukeOfEarl,Blue,8.0,1,0,14,69,14,15,9,9,29,0,14,102,25,45,250,0.6,0.0,0.0,1,0,0,4.93,3.22,0.12,0,3,0,0,0,1,0,4,21.43,0.0,11.11,44.44,3991591,Sardonica
kcx,Blue,8.0,1,2,5,46,3,7,10,15,99,4,14,111,15,47,250,2.14,28.57,40.0,4,5,0,9.2,9.9,0.4,0,1,1,0,2,3,0,4,20.0,0.0,30.0,40.0,3991591,Sardonica
wallsquirrel,Blue,8.0,1,1,8,52,7,7,18,19,113,2,14,82,20,36,250,2.71,14.29,12.5,0,1,0,6.5,6.28,0.45,0,3,1,0,0,12,1,12,37.5,0.0,66.67,66.67,3991591,Sardonica
jazzz,Red,8.0,-1,1,18,133,17,19,9,9,27,1,14,107,10,44,271,0.47,7.14,5.56,2,0,0,7.39,3.0,0.1,2,5,2,1,0,2,0,4,27.78,50.0,22.22,44.44,3991591,Sardonica
THESLIGHTEST,Red,8.0,-1,1,8,24,7,9,6,6,108,0,14,79,5,31,271,0.67,0.0,12.5,2,0,0,3.0,18.0,0.4,0,3,1,1,0,3,1,0,37.5,100.0,50.0,0.0,3991591,Sardonica
kmichael,Red,8.0,-1,1,14,68,13,14,12,13,19,1,14,109,20,46,271,0.93,7.14,7.14,1,1,0,4.86,1.58,0.07,0,7,3,1,0,5,0,3,50.0,33.33,41.67,25.0,3991591,Sardonica
baIl-e,Blue,8.0,1,1,15,104,13,13,7,8,18,0,14,114,5,45,250,0.62,0.0,6.67,0,1,1,6.93,2.57,0.07,3,7,3,3,0,1,0,3,46.67,100.0,14.29,42.86,3991591,Sardonica
Marijuana,Red,8.6,-1,2,10,40,8,11,7,10,56,3,16,94,0,36,297,0.91,18.75,20.0,3,3,0,4.0,8.0,0.19,0,3,1,1,0,0,0,0,30.0,100.0,0.0,0.0,3991594,Sugar Free Hill
whosagoodboy,Blue,8.6,1,1,6,50,5,7,17,17,69,0,16,43,0,16,351,2.43,0.0,16.67,2,0,0,8.33,4.06,0.2,0,0,0,0,0,5,0,7,0.0,0.0,29.41,41.18,3991594,Sugar Free Hill
Hugo Ball,Blue,8.6,1,0,15,86,15,19,10,10,29,3,16,101,5,41,351,0.53,18.75,0.0,4,0,0,5.73,2.9,0.08,0,5,2,1,0,2,1,4,33.33,50.0,20.0,40.0,3991594,Sugar Free Hill
fl33t,Blue,8.6,1,2,8,99,6,11,9,13,40,2,16,72,20,32,351,1.18,12.5,25.0,5,4,0,12.38,4.44,0.11,1,0,0,0,0,4,0,3,0.0,0.0,44.44,33.33,3991594,Sugar Free Hill
`~`,Red,8.6,-1,1,14,118,13,13,4,7,53,1,16,96,20,42,297,0.54,6.25,7.14,0,3,0,8.43,13.25,0.18,2,7,3,1,0,1,0,1,50.0,33.33,25.0,25.0,3991594,Sugar Free Hill
CoolHandJuke,Red,8.6,-1,0,9,68,9,11,14,19,87,4,16,92,5,37,297,1.73,25.0,0.0,2,5,0,7.56,6.21,0.29,1,0,0,0,0,2,0,3,0.0,0.0,14.29,21.43,3991594,Sugar Free Hill
Ann with a E,Red,8.6,-1,0,12,125,12,13,9,9,30,2,16,98,5,39,297,0.69,12.5,0.0,1,0,0,10.42,3.33,0.1,1,1,1,0,0,3,3,4,8.33,0.0,33.33,44.44,3991594,Sugar Free Hill
itagpro,Blue,8.6,1,1,9,62,8,16,5,5,12,1,16,95,15,41,351,0.31,6.25,11.11,8,0,0,6.89,2.4,0.03,0,1,1,1,0,0,1,1,11.11,100.0,0.0,20.0,3991594,Sugar Free Hill
G.O.A.T.,Red,9.0,-1,1,10,30,9,16,17,17,45,1,16,117,30,52,350,1.06,6.25,10.0,7,0,0,3.0,2.65,0.13,0,5,2,1,0,5,0,6,50.0,50.0,29.41,35.29,3991596,Asida
d0pe,Red,9.0,-1,0,12,138,12,18,8,13,22,2,16,114,0,44,350,0.72,12.5,0.0,6,5,0,11.5,2.75,0.06,3,2,1,1,0,1,0,2,16.67,100.0,12.5,25.0,3991596,Asida
Crippy,Blue,9.0,1,2,16,101,14,14,15,15,33,2,16,111,5,45,362,1.07,12.5,12.5,0,0,0,6.31,2.2,0.09,0,2,3,1,0,3,0,5,12.5,33.33,20.0,33.33,3991596,Asida
white,Red,9.0,-1,0,14,59,14,16,14,15,54,0,16,141,30,62,350,0.94,0.0,0.0,2,1,0,4.21,3.86,0.15,0,5,3,1,0,2,4,3,35.71,33.33,14.29,21.43,3991596,Asida
