Player,Minutes,CD,Captures,Grabs,Hold,Drops,Pops,Returns,Tags,Prevent,Pups,Pups Available,Block,Button,Support,Hold Against,K/D,Pup %,Score %,NDPops,NRTags,KF,Hold/Grab,Prevent/Return,Prevent/Hold Against,Long Holds,Flaccids,Handoffs,Good Handoffs,Captures off Handoffs,Quick Returns,Key Returns,Returns in Base,Flaccid %,Chain %,QR %,RIB %,CD/Min,Captures/Min,Grabs/Min,Hold/Min,Drops/Min,Pops/Min,Returns/Min,Tags/Min,Prevent/Min,Pups/Min
helprefugees,6.9,5,1,8,86,7,7,7,7,26,3,12,81,0,32,230,1.0,25.0,12.5,0,0,0,10.75,3.71,0.11,1,1,0,0,1,2,1,3,12.5,0.0,28.57,42.86,0.72,0.14,1.16,12.46,1.01,1.01,1.01,1.01,3.77,0.43
JBaay,21.5,9,4,32,183,28,33,44,48,71,9,40,236,15,95,742,1.45,22.5,12.5,5,4,0,5.72,1.61,0.1,0,7,5,3,0,9,1,9,21.88,60.0,20.45,20.45,0.42,0.19,1.49,8.51,1.3,1.53,2.05,2.23,3.3,0.42
kyri swirvin,6.9,-5,0,9,47,9,9,8,8,30,0,12,65,0,26,287,0.89,0.0,0.0,0,0,0,5.22,3.75,0.1,0,1,1,1,0,2,0,2,11.11,100.0,25.0,25.0,-0.72,0.0,1.3,6.81,1.3,1.3,1.16,1.16,4.35,0.0
praopraoprao,5.7,-5,0,8,32,8,11,2,2,18,2,10,56,0,22,250,0.18,20.0,0.0,3,0,0,4.0,9.0,0.07,0,4,2,0,0,1,0,1,50.0,0.0,50.0,50.0,-0.88,0.0,1.4,5.61,1.4,1.93,0.35,0.35,3.16,0.35
sieh,24.1,-5,0,24,117,24,34,35,40,240,10,54,275,25,115,821,1.18,18.52,0.0,10,5,0,4.88,6.86,0.29,0,8,4,3,0,12,0,19,33.33,75.0,34.29,54.29,-0.21,0.0,1.0,4.85,1.0,1.41,1.45,1.66,9.96,0.41
SilentOne,24.1,-5,0,41,235,41,45,24,28,70,4,54,305,30,124,890,0.62,7.41,0.0,4,4,0,5.73,2.92,0.08,2,10,3,1,0,2,0,2,24.39,33.33,8.33,8.33,-0.21,0.0,1.7,9.75,1.7,1.87,1.0,1.16,2.9,0.17
SmallyBigs,6.9,5,1,9,48,8,9,14,17,73,2,12,77,0,30,230,1.89,16.67,11.11,1,3,0,5.33,5.21,0.32,0,0,1,1,0,5,0,6,0.0,100.0,35.71,42.86,0.72,0.14,1.3,6.96,1.16,1.3,2.03,2.46,10.58,0.29
snackpack,6.9,-5,0,11,41,11,12,10,10,16,1,12,64,0,24,287,0.83,8.33,0.0,1,0,0,3.73,1.6,0.06,0,5,2,1,0,1,0,1,45.45,50.0,10.0,10.0,-0.72,0.0,1.59,5.94,1.59,1.74,1.45,1.45,2.32,0.14
Spheroid.,8.3,-1,0,12,95,12,12,10,13,38,3,24,104,0,40,330,1.08,12.5,0.0,0,3,0,7.92,3.8,0.12,0,2,1,0,0,0,0,2,16.67,0.0,0.0,20.0,-0.12,0.0,1.45,11.45,1.45,1.45,1.2,1.57,4.58,0.36
spills,15.8,4,4,27,191,23,27,12,14,25,3,30,158,5,63,542,0.52,10.0,14.81,4,2,0,7.07,2.08,0.05,0,3,1,0,2,2,1,3,11.11,0.0,16.67,25.0,0.25,0.25,1.71,12.09,1.46,1.71,0.76,0.89,1.58,0.19
THESLIGHTEST,16.700000000000003,0,2,13,99,11,19,20,23,183,3,40,109,5,43,617,1.21,7.5,15.38,8,3,0,7.62,9.15,0.3,1,4,1,0,0,6,1,10,30.77,0.0,30.0,50.0,0.0,0.12,0.78,5.93,0.66,1.14,1.2,1.38,10.96,0.18
umad,29.8,-10,2,57,322,55,61,25,29,65,6,64,380,30,154,1140,0.48,9.38,3.51,6,4,0,5.65,2.6,0.06,1,14,6,3,0,7,0,4,24.56,50.0,28.0,16.0,-0.34,0.07,1.91,10.81,1.85,2.05,0.84,0.97,2.18,0.2
