Player,Team,Minutes,CD,Captures,Grabs,Hold,Drops,Pops,Returns,Tags,Prevent,Pups,Pups Available,Block,Button,Support,Hold Against,K/D,Pup %,Score %,NDPops,NRTags,KF,Hold/Grab,Prevent/Return,Prevent/Hold Against,Long Holds,Flaccids,Handoffs,Good Handoffs,Captures off Handoffs,Quick Returns,Key Returns,Returns in Base,Flaccid %,Chain %,QR %,RIB %,matchId,mapName
Marijuana,Red,4.2,-5,1,9,36,8,9,3,3,2,1,8,73,0,28,171,0.33,12.5,11.11,1,0,0,4.0,0.67,0.01,0,5,2,0,0,1,1,1,55.56,0.0,33.33,33.33,3967121,Moon Base 2024
Acuraun,Blue,4.2,5,1,4,39,3,4,9,16,27,3,8,40,10,18,139,4.0,37.5,25.0,1,7,0,9.75,3.0,0.19,1,0,0,0,1,3,4,3,0.0,0.0,33.33,33.33,3967121,Moon Base 2024
MoGGee,Blue,4.2,5,3,4,55,1,2,8,8,49,0,8,15,0,6,139,4.0,0.0,75.0,1,0,0,13.75,6.12,0.35,0,0,0,0,0,5,0,6,0.0,0.0,62.5,75.0,3967121,Moon Base 2024
Rizz,Blue,4.2,5,1,8,36,7,7,5,5,29,0,8,65,0,26,139,0.71,0.0,12.5,0,0,0,4.5,5.8,0.21,0,4,1,1,0,2,1,2,50.0,100.0,40.0,40.0,3967121,Moon Base 2024
SoulSauce,Blue,4.2,5,2,7,41,5,7,3,3,13,2,8,41,5,17,139,0.43,25.0,28.57,2,0,0,5.86,4.33,0.09,0,1,0,0,0,1,0,1,14.29,0.0,33.33,33.33,3967121,Moon Base 2024
JUKELELE,Red,4.2,-5,0,8,70,8,10,1,1,4,0,8,65,0,26,171,0.1,0.0,0.0,2,0,0,8.75,4.0,0.02,0,2,0,0,0,0,0,0,25.0,0.0,0.0,0.0,3967121,Moon Base 2024
cherryrammer,Red,4.2,-5,1,2,8,1,3,9,10,24,2,8,10,0,4,171,3.33,25.0,50.0,2,1,0,4.0,2.67,0.14,0,0,0,0,0,4,1,5,0.0,0.0,44.44,55.56,3967121,Moon Base 2024
@pro,Blue,5.4,5,3,10,87,7,8,8,10,18,2,10,30,10,14,119,1.25,20.0,30.0,1,2,0,8.7,2.25,0.15,2,4,0,0,0,2,0,2,40.0,0.0,25.0,25.0,3967125,Asida
Osy,Red,5.4,-5,0,7,42,7,12,3,8,31,1,10,45,10,20,140,0.67,10.0,0.0,5,5,0,6.0,10.33,0.22,0,2,0,0,0,0,0,1,28.57,0.0,0.0,33.33,3967125,Asida
Acuraun,Red,5.4,-5,0,4,11,4,5,9,13,94,2,10,32,20,16,140,2.6,20.0,0.0,1,4,0,2.75,10.44,0.67,0,3,0,0,0,6,0,6,75.0,0.0,66.67,66.67,3967125,Asida
11th Cmndmnt,Blue,5.4,5,0,1,1,1,6,12,13,118,0,10,35,5,15,119,2.17,0.0,0.0,5,1,0,1.0,9.83,0.99,0,1,0,0,0,7,1,8,100.0,0.0,58.33,66.67,3967125,Asida
CoolHandJuke,Red,5.4,-5,0,11,31,11,14,3,3,38,1,10,77,5,31,140,0.21,10.0,0.0,3,0,0,2.82,12.67,0.27,0,5,3,0,0,2,0,2,45.45,0.0,66.67,66.67,3967125,Asida
cherryrammer,Blue,5.4,5,3,9,52,6,10,4,8,27,2,10,42,5,17,119,0.8,20.0,33.33,4,4,0,5.78,6.75,0.23,0,2,1,0,0,3,0,3,22.22,0.0,75.0,75.0,3967125,Asida
MoGGee,Blue,5.4,5,0,2,0,2,4,7,7,110,2,10,29,5,11,119,1.75,20.0,0.0,2,0,0,0.0,15.71,0.92,0,2,0,0,0,3,1,4,100.0,0.0,42.86,57.14,3967125,Asida
itagpro,Red,5.4,-5,1,10,35,9,9,1,3,3,0,10,91,30,42,140,0.33,0.0,10.0,0,2,0,3.5,3.0,0.02,0,5,0,0,0,1,0,1,50.0,0.0,100.0,100.0,3967125,Asida
Roxas,Red,8.0,3,3,12,72,9,13,14,15,53,2,14,102,20,44,282,1.15,14.29,25.0,4,1,0,6.0,3.79,0.19,1,5,1,0,0,5,1,8,41.67,0.0,35.71,57.14,3967126,Centenaria
Penis Wings,Red,8.0,3,0,10,67,10,14,7,11,7,3,14,96,10,40,282,0.79,21.43,0.0,4,4,0,6.7,1.0,0.02,1,5,4,2,0,0,1,0,50.0,50.0,0.0,0.0,3967126,Centenaria
||||||||||||,Red,8.0,3,3,13,92,10,13,18,18,35,0,14,57,5,23,282,1.38,0.0,23.08,3,0,0,7.08,1.94,0.12,0,2,0,0,0,4,0,5,15.38,0.0,22.22,27.78,3967126,Centenaria
FK,Blue,8.0,-3,1,15,99,14,15,6,7,52,1,14,93,10,38,301,0.47,7.14,6.67,1,1,0,6.6,8.67,0.17,1,4,2,2,0,4,0,3,26.67,100.0,66.67,50.0,3967126,Centenaria
Curry,Blue,8.0,-3,1,15,69,14,16,9,10,13,0,14,91,5,37,301,0.62,0.0,6.67,2,1,0,4.6,1.44,0.04,0,3,1,0,0,0,0,1,20.0,0.0,0.0,11.11,3967126,Centenaria
metalhead,Blue,8.0,-3,0,11,35,10,14,11,18,54,3,14,92,5,37,301,1.29,21.43,0.0,4,7,1,3.18,4.91,0.18,0,3,2,0,0,6,1,5,27.27,0.0,54.55,45.45,3967126,Centenaria
o o l e r,Blue,8.0,-3,1,11,79,10,12,11,14,69,3,14,111,20,48,301,1.17,21.43,9.09,2,3,0,7.18,6.27,0.23,1,3,0,0,0,5,0,5,27.27,0.0,45.45,45.45,3967126,Centenaria
Ann with a E,Red,8.0,3,0,8,70,8,11,9,10,74,2,14,85,5,35,282,0.91,14.29,0.0,3,1,0,8.75,8.22,0.26,1,3,1,0,0,4,0,4,37.5,0.0,44.44,44.44,3967126,Centenaria
CA$H.,Red,8.0,-1,0,4,12,4,6,17,19,86,1,14,60,10,26,264,3.17,7.14,0.0,2,2,0,3.0,5.06,0.33,0,2,1,0,0,4,0,3,50.0,0.0,23.53,17.65,3967127,Moon Base 2024
Toidi,Blue,8.0,1,0,8,50,8,11,12,13,114,1,14,58,5,23,232,1.18,7.14,0.0,3,1,0,6.25,9.5,0.49,0,1,2,1,0,6,0,8,12.5,50.0,50.0,66.67,3967127,Moon Base 2024
joy.,Red,8.0,-1,1,10,79,9,11,7,7,55,2,14,83,0,32,264,0.64,14.29,10.0,2,0,0,7.9,7.86,0.21,2,4,2,0,0,1,0,3,40.0,0.0,14.29,42.86,3967127,Moon Base 2024
danp,Red,8.0,-1,1,15,75,14,15,9,10,17,4,14,81,0,32,264,0.67,28.57,6.67,1,1,0,5.0,1.89,0.06,0,5,0,0,0,0,0,0,33.33,0.0,0.0,0.0,3967127,Moon Base 2024
Irony,Blue,8.0,1,1,15,68,14,16,10,10,18,1,14,113,0,44,232,0.62,7.14,6.67,2,0,0,4.53,1.8,0.08,0,4,2,1,0,1,0,2,26.67,50.0,10.0,20.0,3967127,Moon Base 2024
rc,Blue,8.0,1,1,11,65,10,10,7,9,67,2,14,72,10,30,232,0.9,14.29,9.09,0,2,0,5.91,9.57,0.29,0,1,2,0,0,2,0,3,9.09,0.0,28.57,42.86,3967127,Moon Base 2024
DEAD NAN,Red,8.0,-1,0,14,66,14,19,10,14,21,0,14,91,5,37,264,0.74,0.0,0.0,5,4,0,4.71,2.1,0.08,0,5,1,0,0,3,1,5,35.71,0.0,30.0,50.0,3967127,Moon Base 2024
Madoka,Blue,8.0,1,1,13,81,11,13,12,19,51,3,14,103,0,40,232,1.46,21.43,7.69,2,7,1,6.23,4.25,0.22,0,2,0,0,1,7,1,5,15.38,0.0,58.33,41.67,3967127,Moon Base 2024
karma,Red,3.0,-5,0,7,36,7,7,2,2,2,2,5,46,5,19,112,0.29,40.0,0.0,0,0,0,5.14,1.0,0.02,1,4,0,0,0,0,0,0,57.14,0.0,0.0,0.0,3967130,Sugar Free Hill
||||||||||||,Blue,3.0,5,2,7,74,5,6,1,1,0,1,5,40,0,16,76,0.17,20.0,28.57,1,0,0,10.57,0.0,0.0,1,0,0,0,1,1,0,1,0.0,0.0,100.0,100.0,3967130,Sugar Free Hill
Roxas,Blue,3.0,5,1,2,10,1,2,8,8,47,0,5,15,0,6,76,4.0,0.0,50.0,1,0,0,5.0,5.88,0.62,0,1,1,1,0,5,1,6,50.0,100.0,62.5,75.0,3967130,Sugar Free Hill
Penis Wings,Blue,3.0,5,1,1,7,0,1,3,3,25,1,5,32,0,12,76,3.0,20.0,100.0,1,0,0,7.0,8.33,0.33,0,0,0,0,0,1,0,2,0.0,0.0,33.33,66.67,3967130,Sugar Free Hill
Better Mamba,Red,3.0,-5,0,3,10,3,3,2,2,38,0,5,30,5,13,112,0.67,0.0,0.0,0,0,0,3.33,19.0,0.34,0,2,2,0,0,0,0,2,66.67,0.0,0.0,100.0,3967130,Sugar Free Hill
FK,Red,3.0,-5,0,5,15,5,5,2,4,4,1,5,35,5,15,112,0.8,20.0,0.0,0,2,0,3.0,2.0,0.04,0,1,1,0,0,0,0,0,20.0,0.0,0.0,0.0,3967130,Sugar Free Hill
Jarek,Red,3.0,-5,0,5,15,5,5,2,2,26,0,5,42,0,16,112,0.4,0.0,0.0,0,0,0,3.0,13.0,0.23,0,2,1,0,0,1,0,1,40.0,0.0,50.0,50.0,3967130,Sugar Free Hill
Curry,Blue,3.0,5,1,3,21,2,2,6,6,38,0,5,25,5,11,76,3.0,0.0,33.33,0,0,0,7.0,6.33,0.5,0,0,0,0,0,2,0,2,0.0,0.0,33.33,33.33,3967130,Sugar Free Hill
Madoka,Red,5.3,5,2,5,37,3,5,9,15,48,3,10,43,15,19,161,3.0,30.0,40.0,2,6,0,7.4,5.33,0.3,0,1,1,1,0,3,0,4,20.0,100.0,33.33,44.44,3967133,Moon Base 2024
CA$H.,Red,5.3,5,0,1,2,1,2,15,15,86,0,10,70,0,28,161,7.5,0.0,0.0,1,0,0,2.0,5.73,0.53,0,0,0,0,0,8,2,5,0.0,0.0,53.33,33.33,3967133,Moon Base 2024
Toidi,Blue,5.3,-5,0,8,37,8,10,6,6,43,1,10,56,0,22,187,0.6,10.0,0.0,2,0,0,4.62,7.17,0.23,0,3,1,0,0,0,0,0,37.5,0.0,0.0,0.0,3967133,Moon Base 2024
Irony,Red,5.3,5,1,8,73,7,7,5,6,44,2,10,65,0,26,161,0.86,20.0,12.5,0,1,0,9.12,8.8,0.27,0,1,0,0,0,1,0,2,12.5,0.0,20.0,40.0,3967133,Moon Base 2024
danp,Blue,5.3,-5,0,13,64,13,14,3,3,2,1,10,101,0,40,187,0.21,10.0,0.0,1,0,0,4.92,0.67,0.01,1,6,0,0,0,0,0,1,46.15,0.0,0.0,33.33,3967133,Moon Base 2024
jjpoole,Blue,5.3,-5,0,6,29,6,9,5,5,39,0,10,82,0,32,187,0.56,0.0,0.0,3,0,0,4.83,7.8,0.21,0,2,0,0,0,3,0,3,33.33,0.0,60.0,60.0,3967133,Moon Base 2024
DEAD NAN,Blue,5.3,-5,0,10,31,10,11,3,5,2,2,10,104,5,41,187,0.45,20.0,0.0,1,2,0,3.1,0.67,0.01,0,6,2,0,0,0,0,0,60.0,0.0,0.0,0.0,3967133,Moon Base 2024
rc,Red,5.3,5,2,8,75,6,6,8,8,33,1,10,40,0,16,161,1.33,10.0,25.0,0,0,0,9.38,4.12,0.2,0,1,0,0,1,5,1,4,12.5,0.0,62.5,50.0,3967133,Moon Base 2024
my fault,Blue,8.0,-1,2,16,141,14,18,5,5,5,0,14,90,0,36,299,0.28,0.0,12.5,4,0,0,8.81,1.0,0.02,2,2,1,1,0,0,0,1,12.5,100.0,0.0,20.0,3967134,Audacity 2
lemonate,Red,8.0,1,1,7,46,6,7,8,15,81,4,14,67,0,26,258,2.14,28.57,14.29,1,7,0,6.57,10.12,0.31,0,2,1,0,1,2,0,5,28.57,0.0,25.0,62.5,3967134,Audacity 2
Umpaqua,Blue,8.0,-1,2,8,64,6,10,9,9,38,1,14,62,0,24,299,0.9,7.14,25.0,4,0,0,8.0,4.22,0.13,1,2,0,0,1,3,1,3,25.0,0.0,33.33,33.33,3967134,Audacity 2
Acuraun,Red,8.0,1,4,11,157,7,7,5,5,45,2,14,65,0,26,258,0.71,14.29,36.36,0,0,0,14.27,9.0,0.17,3,1,1,1,0,2,1,3,9.09,100.0,40.0,60.0,3967134,Audacity 2
Osy,Red,8.0,1,0,9,56,9,12,10,15,35,3,14,84,0,32,258,1.25,21.43,0.0,3,5,0,6.22,3.5,0.14,0,3,0,0,0,1,1,5,33.33,0.0,10.0,50.0,3967134,Audacity 2
Rizz,Red,8.0,1,0,7,40,7,10,9,12,40,2,14,70,0,28,258,1.2,14.29,0.0,3,3,0,5.71,4.44,0.16,0,1,0,0,0,2,1,2,14.29,0.0,22.22,22.22,3967134,Audacity 2
MoGGee,Blue,8.0,-1,0,4,12,4,11,11,11,67,0,14,80,0,32,299,1.0,0.0,0.0,7,0,0,3.0,6.09,0.22,0,1,0,0,0,4,1,6,25.0,0.0,36.36,54.55,3967134,Audacity 2
itagpro,Blue,8.0,-1,0,8,41,8,13,4,10,35,2,14,81,0,32,299,0.77,14.29,0.0,5,6,0,5.12,8.75,0.12,0,2,0,0,0,0,0,0,25.0,0.0,0.0,0.0,3967134,Audacity 2
lemonate,Red,6.8,-5,0,6,29,6,7,13,13,84,2,12,88,0,34,212,1.86,16.67,0.0,1,0,0,4.83,6.46,0.4,0,2,1,1,0,4,0,8,33.33,100.0,30.77,61.54,3967139,Thicket 2
my fault,Blue,6.8,5,1,9,72,8,10,5,8,33,2,12,88,0,34,217,0.8,16.67,11.11,2,3,0,8.0,6.6,0.15,1,2,0,0,0,2,0,1,22.22,0.0,40.0,20.0,3967139,Thicket 2
13.5 inches,Blue,6.8,5,0,3,36,3,5,13,13,122,2,12,44,0,16,217,2.6,16.67,0.0,2,0,0,12.0,9.38,0.56,1,1,1,0,0,5,1,5,33.33,0.0,38.46,38.46,3967139,Thicket 2
Rizz,Red,6.8,-5,0,8,23,8,10,3,3,58,0,12,82,0,32,212,0.3,0.0,0.0,2,0,0,2.88,19.33,0.27,0,3,0,0,0,0,0,0,37.5,0.0,0.0,0.0,3967139,Thicket 2
Osy,Blue,6.8,5,2,12,69,10,16,8,8,11,0,12,105,0,42,217,0.5,0.0,16.67,6,0,0,5.75,1.38,0.05,0,4,1,0,0,4,1,5,33.33,0.0,50.0,62.5,3967139,Thicket 2
Old Cob,Red,6.8,-5,0,10,152,10,12,4,9,37,2,12,67,0,26,212,0.75,16.67,0.0,2,5,0,15.2,9.25,0.17,2,3,1,0,0,2,0,2,30.0,0.0,50.0,50.0,3967139,Thicket 2
Ann with a E,Blue,6.8,5,2,7,35,5,6,5,8,61,2,12,55,0,22,217,1.33,16.67,28.57,1,3,0,5.0,12.2,0.28,0,1,0,0,0,1,0,2,14.29,0.0,20.0,40.0,3967139,Thicket 2
MoGGee,Red,6.8,-5,0,7,13,7,8,6,12,44,2,12,60,0,24,212,1.5,16.67,0.0,1,6,0,1.86,7.33,0.21,0,4,2,0,0,2,0,1,57.14,0.0,33.33,16.67,3967139,Thicket 2
||||||||||||,Red,8.0,1,1,16,115,15,17,10,14,9,3,14,115,0,46,281,0.82,21.43,6.25,2,4,0,7.19,0.9,0.03,1,5,0,0,0,3,1,3,31.25,0.0,30.0,30.0,3967141,Thicket 2
Roxas,Blue,8.0,-1,0,9,72,9,11,8,10,105,2,14,79,0,30,265,0.91,14.29,0.0,2,2,0,8.0,13.12,0.4,2,2,2,1,0,3,0,3,22.22,50.0,37.5,37.5,3967141,Thicket 2
Madoka,Red,8.0,1,1,9,83,8,12,14,14,59,2,14,50,0,20,281,1.17,14.29,11.11,4,0,0,9.22,4.21,0.21,1,2,1,0,0,3,1,5,22.22,0.0,21.43,35.71,3967141,Thicket 2
danp,Blue,8.0,-1,0,13,45,13,13,11,20,33,3,14,97,0,38,265,1.54,21.43,0.0,0,9,0,3.46,3.0,0.12,0,4,3,1,0,5,0,7,30.77,33.33,45.45,63.64,3967141,Thicket 2
Irony,Blue,8.0,-1,0,8,70,8,8,10,15,82,3,14,60,0,24,265,1.88,21.43,0.0,0,5,0,8.75,8.2,0.31,1,2,0,0,0,3,2,2,25.0,0.0,30.0,20.0,3967141,Thicket 2
Jarek,Red,8.0,1,2,9,30,7,13,3,3,36,0,14,78,0,30,281,0.23,0.0,22.22,6,0,0,3.33,12.0,0.13,0,4,1,0,0,0,0,1,44.44,0.0,0.0,33.33,3967141,Thicket 2
FK,Red,8.0,1,0,5,37,5,9,17,17,76,0,14,74,0,28,281,1.89,0.0,0.0,4,0,0,7.4,4.47,0.27,0,1,0,0,0,7,1,9,20.0,0.0,41.18,52.94,3967141,Thicket 2
DEAD NAN,Blue,8.0,-1,3,17,94,14,16,6,6,8,1,14,97,0,38,265,0.38,7.14,17.65,2,0,0,5.53,1.33,0.03,0,5,3,2,0,1,0,1,29.41,66.67,16.67,16.67,3967141,Thicket 2
Old Cob,Red,5.9,5,1,4,21,3,5,13,14,56,2,10,37,10,16,221,2.8,20.0,25.0,2,1,0,5.25,4.31,0.25,0,1,0,0,0,10,2,9,25.0,0.0,76.92,69.23,3967144,Combine
lemonate,Blue,5.9,-5,0,8,16,8,10,10,10,60,1,10,76,5,31,205,1.0,10.0,0.0,2,0,0,2.0,6.0,0.29,0,5,4,2,0,3,2,3,62.5,50.0,30.0,30.0,3967144,Combine
my fault,Blue,5.9,-5,1,9,74,8,8,5,5,16,1,10,66,15,29,205,0.62,10.0,11.11,0,0,0,8.22,3.2,0.08,1,3,0,0,0,0,0,0,33.33,0.0,0.0,0.0,3967144,Combine
Umpaqua,Red,5.9,5,6,10,80,4,4,2,2,31,1,10,30,5,13,221,0.5,10.0,60.0,0,0,0,8.0,15.5,0.14,0,1,0,0,0,1,0,1,10.0,0.0,50.0,50.0,3967144,Combine
MoGGee,Red,5.9,5,0,4,55,4,4,9,9,42,2,10,56,15,25,221,2.25,20.0,0.0,0,0,0,13.75,4.67,0.19,0,0,0,0,0,2,2,3,0.0,0.0,22.22,33.33,3967144,Combine
Shit,Blue,5.9,-5,0,7,42,7,9,2,3,39,0,10,66,13,28,205,0.33,0.0,0.0,2,1,0,6.0,19.5,0.19,0,2,2,0,0,0,0,1,28.57,0.0,0.0,50.0,3967144,Combine
Osy,Blue,5.9,-5,1,10,89,9,10,2,2,19,2,10,81,5,33,205,0.2,20.0,10.0,1,0,0,8.9,9.5,0.09,2,4,1,0,0,0,0,1,40.0,0.0,0.0,50.0,3967144,Combine
Snekster,Red,5.9,5,0,8,49,8,8,7,10,21,1,10,71,25,33,221,1.25,10.0,0.0,0,3,0,6.12,3.0,0.1,0,1,0,0,0,1,2,2,12.5,0.0,14.29,28.57,3967144,Combine
Madoka,Blue,8.0,4,3,13,73,10,13,10,11,78,0,14,115,15,49,249,0.85,0.0,23.08,3,1,0,5.62,7.8,0.31,0,1,2,1,0,4,1,4,7.69,50.0,40.0,40.0,3967147,Asida
Roxas,Blue,8.0,4,1,8,48,7,10,11,18,83,3,14,66,25,31,249,1.8,21.43,12.5,3,7,0,6.0,7.55,0.33,1,3,1,1,0,1,2,2,37.5,100.0,9.09,18.18,3967147,Asida
||||||||||||,Red,8.0,-4,0,14,90,14,16,4,5,6,0,14,149,15,61,245,0.31,0.0,0.0,2,1,0,6.43,1.5,0.02,1,3,1,1,0,0,0,0,21.43,100.0,0.0,0.0,3967147,Asida
CA$H.,Red,7.8,-3,0,5,13,5,10,13,16,111,1,14,88,25,39,245,1.6,7.14,0.0,5,3,0,2.6,8.54,0.45,0,2,1,0,0,4,1,8,40.0,0.0,30.77,61.54,3967147,Asida
