Player,Skill,Minutes,Games,Wins,Losses,Red Games,Blue Games,Red Win %,Blue Win %,Captures,Grabs,Hold,Drops,Pops,Returns,Tags,Prevent,Pups,Pups Available,Block,Button,Support,Hold Against,Long Holds,Flaccids,Handoffs,Good Handoffs,Captures off Handoffs,Quick Returns,Key Returns,Returns in Base,NDPops,NRTags,KF,CD,CD/Min,Caps/Min,Grabs/Min,Hold/Min,Drops/Min,Pops/Min,Returns/Min,Tags/Min,Prevent/Min,Pups/Min,Win %,Pup %,Score %,Flaccid %,Chain %,QR %,RIB %,K/D,Hold/Grab,Prevent/Return,Prevent/Hold Against,Captures/8Min,Grabs/8Min,Hold/8Min,Drops/8Min,Pops/8Min,Returns/8Min,Tags/8Min,Prevent/8Min,Pups/8Min,Pups Available/8Min,Block/8Min,Button/8Min,Support/8Min,Hold Against/8Min,Long Holds/8Min,Flaccids/8Min,Handoffs/8Min,Good Handoffs/8Min,Captures off Handoffs/8Min,Quick Returns/8Min,Key Returns/8Min,Returns in Base/8Min,NDPops/8Min,NRTags/8Min,KF/8Min,CD/8Min
theThermals,530.73,127.60000000000001,19,10,9,9,10,0.4444444444444444,0.6,12.0,182.0,1189.0,168.0,211.0,147.0,194.0,557.0,28.0,231.0,1483.0,185.0,615.0,5026.0,8.0,45.0,26.0,12.0,1.0,28.0,3.0,36.0,43.0,47.0,2.0,-13.0,-0.1018808777429467,0.09404388714733541,1.426332288401254,9.318181818181818,1.316614420062696,1.653605015673981,1.1520376175548588,1.5203761755485892,4.3652037617554855,0.21943573667711597,0.5263157894736842,0.12121212121212122,0.06593406593406594,0.24725274725274726,0.46153846153846156,0.19047619047619047,0.24489795918367346,0.919431279620853,6.532967032967033,3.7891156462585034,0.11082371667329885,0.7523510971786833,11.410658307210031,74.54545454545455,10.532915360501567,13.228840125391848,9.21630094043887,12.163009404388713,34.921630094043884,1.7554858934169277,14.482758620689655,92.97805642633229,11.598746081504702,38.557993730407524,315.1097178683385,0.5015673981191222,2.8213166144200623,1.6300940438871472,0.7523510971786833,0.06269592476489028,1.7554858934169277,0.18808777429467083,2.25705329153605,2.695924764890282,2.946708463949843,0.12539184952978055,-0.8150470219435736
No Pro,533.03,127.20000000000002,21,9,12,8,13,0.125,0.6153846153846154,8.0,93.0,697.0,83.0,117.0,172.0,192.0,1032.0,16.0,223.0,1040.0,183.0,442.0,4674.0,5.0,19.0,11.0,7.0,0.0,48.0,6.0,67.0,34.0,20.0,2.0,-5.0,-0.03930817610062892,0.06289308176100628,0.731132075471698,5.479559748427672,0.6525157232704402,0.9198113207547168,1.3522012578616351,1.5094339622641508,8.11320754716981,0.12578616352201255,0.42857142857142855,0.07174887892376682,0.08602150537634409,0.20430107526881722,0.6363636363636364,0.27906976744186046,0.38953488372093026,1.641025641025641,7.494623655913978,6.0,0.220795892169448,0.5031446540880502,5.849056603773584,43.836477987421375,5.220125786163521,7.358490566037735,10.817610062893081,12.075471698113207,64.90566037735849,1.0062893081761004,14.0251572327044,65.40880503144653,11.509433962264149,27.798742138364776,293.9622641509434,0.3144654088050314,1.1949685534591192,0.6918238993710691,0.440251572327044,0.0,3.0188679245283017,0.3773584905660377,4.213836477987421,2.1383647798742134,1.2578616352201255,0.12578616352201255,-0.3144654088050314
Secondskin,654.77,126.1,19,9,10,13,6,0.5384615384615384,0.3333333333333333,10.0,156.0,983.0,145.0,206.0,178.0,200.0,894.0,21.0,227.0,1235.0,153.0,512.0,4780.0,8.0,47.0,14.0,7.0,0.0,53.0,9.0,58.0,61.0,22.0,1.0,-1.0,-0.007930214115781126,0.07930214115781127,1.2371134020618557,7.795400475812848,1.1498810467882634,1.633624107850912,1.4115781126090405,1.5860428231562254,7.089611419508327,0.16653449643140367,0.47368421052631576,0.09251101321585903,0.0641025641025641,0.30128205128205127,0.5,0.29775280898876405,0.3258426966292135,0.970873786407767,6.301282051282051,5.022471910112359,0.18702928870292887,0.6344171292624902,9.896907216494846,62.36320380650278,9.199048374306107,13.068992862807296,11.292624900872324,12.688342585249803,56.71689135606662,1.3322759714512293,14.401268834258525,78.35051546391753,9.7065820777161,32.48215701823949,303.25138778747026,0.507533703409992,2.9817605075337035,0.8881839809674862,0.4440919904837431,0.0,3.3624107850911975,0.5709754163362412,3.6796193497224428,3.8699444885011896,1.3957176843774783,0.063441712926249,-0.063441712926249
DooDingle,550.04,125.99999999999999,18,10,8,12,6,0.5,0.6666666666666666,4.0,164.0,1052.0,159.0,203.0,96.0,114.0,893.0,13.0,226.0,1350.0,45.0,541.0,4632.0,6.0,44.0,17.0,3.0,0.0,32.0,4.0,35.0,44.0,18.0,1.0,-10.0,-0.07936507936507937,0.03174603174603175,1.3015873015873016,8.34920634920635,1.261904761904762,1.6111111111111114,0.761904761904762,0.9047619047619049,7.087301587301588,0.10317460317460318,0.5555555555555556,0.05752212389380531,0.024390243902439025,0.2682926829268293,0.17647058823529413,0.3333333333333333,0.3645833333333333,0.5615763546798029,6.414634146341464,9.302083333333334,0.19278929188255614,0.253968253968254,10.412698412698413,66.7936507936508,10.095238095238097,12.888888888888891,6.095238095238096,7.238095238095239,56.6984126984127,0.8253968253968255,14.349206349206352,85.71428571428572,2.8571428571428577,34.349206349206355,294.09523809523813,0.380952380952381,2.793650793650794,1.0793650793650795,0.1904761904761905,0.0,2.031746031746032,0.253968253968254,2.2222222222222223,2.793650793650794,1.142857142857143,0.0634920634920635,-0.634920634920635
RUMPSKl,691.26,125.4,21,10,11,13,8,0.46153846153846156,0.5,10.0,150.0,1229.0,139.0,172.0,181.0,192.0,566.0,24.0,222.0,1247.0,100.0,508.0,4863.0,12.0,33.0,14.0,6.0,0.0,28.0,9.0,48.0,33.0,11.0,1.0,5.0,0.03987240829346092,0.07974481658692184,1.1961722488038278,9.800637958532695,1.1084529505582137,1.3716108452950557,1.4433811802232854,1.5311004784688995,4.513556618819776,0.19138755980861244,0.47619047619047616,0.10810810810810811,0.06666666666666667,0.22,0.42857142857142855,0.15469613259668508,0.26519337016574585,1.1162790697674418,8.193333333333333,3.1270718232044197,0.11638906025087395,0.6379585326953747,9.569377990430622,78.40510366826156,8.86762360446571,10.972886762360446,11.547049441786283,12.248803827751196,36.10845295055821,1.5311004784688995,14.16267942583732,79.55342902711324,6.379585326953748,32.40829346092504,310.2392344497608,0.7655502392344498,2.1052631578947367,0.8931419457735247,0.3827751196172249,0.0,1.7862838915470494,0.5741626794258373,3.062200956937799,2.1052631578947367,0.7017543859649122,0.06379585326953748,0.31897926634768736
lukemoo,625.8,125.4,16,9,7,6,10,0.5,0.6,6.0,116.0,699.0,110.0,150.0,173.0,203.0,1083.0,27.0,251.0,1207.0,204.0,509.0,4420.0,5.0,31.0,11.0,3.0,0.0,50.0,14.0,64.0,40.0,30.0,0.0,14.0,0.11164274322169059,0.04784688995215311,0.9250398724082934,5.574162679425837,0.8771929824561403,1.1961722488038278,1.379585326953748,1.6188197767145134,8.636363636363637,0.21531100478468898,0.5625,0.10756972111553785,0.05172413793103448,0.2672413793103448,0.2727272727272727,0.28901734104046245,0.3699421965317919,1.3533333333333333,6.025862068965517,6.2601156069364166,0.24502262443438913,0.3827751196172249,7.4003189792663475,44.593301435406694,7.017543859649122,9.569377990430622,11.036682615629983,12.950558213716107,69.0909090909091,1.7224880382775118,16.012759170653908,77.00159489633174,13.014354066985645,32.47208931419458,281.97767145135566,0.31897926634768736,1.9776714513556617,0.7017543859649122,0.19138755980861244,0.0,3.189792663476874,0.8931419457735247,4.082934609250398,2.551834130781499,1.9138755980861244,0.0,0.8931419457735247
BBall,556.29,124.69999999999999,19,9,10,11,8,0.36363636363636365,0.625,16.0,174.0,1232.0,157.0,208.0,125.0,186.0,437.0,48.0,236.0,1237.0,313.0,546.0,4833.0,10.0,45.0,23.0,6.0,3.0,33.0,7.0,38.0,51.0,61.0,1.0,-7.0,-0.05613472333600642,0.12830793905372895,1.3953488372093024,9.87971130713713,1.2590216519647155,1.6680032076984765,1.0024057738572576,1.4915797914995992,3.504410585404972,0.3849238171611869,0.47368421052631576,0.2033898305084746,0.09195402298850575,0.25862068965517243,0.2608695652173913,0.264,0.304,0.8942307692307693,7.080459770114943,3.496,0.090420028967515,1.0264635124298316,11.162790697674419,79.03769045709704,10.072173215717724,13.344025661587812,8.01924619085806,11.932638331996793,28.035284683239777,3.079390537289495,15.140336808340017,79.35846030473137,20.08019246190858,35.02806736166801,310.056134723336,0.6415396952686448,2.8869286287089015,1.4755412991178831,0.3849238171611869,0.19246190858059345,2.117080994386528,0.4490777866880514,2.4378508420208505,3.2718524458700884,3.913392141138733,0.06415396952686447,-0.4490777866880514
Zulu,595.43,123.4,16,9,7,8,8,0.5,0.625,9.0,171.0,1262.0,158.0,192.0,125.0,155.0,615.0,25.0,235.0,1351.0,124.0,554.0,4023.0,12.0,41.0,20.0,9.0,2.0,33.0,6.0,45.0,34.0,30.0,4.0,4.0,0.03241491085899514,0.07293354943273905,1.385737439222042,10.226904376012966,1.2803889789303078,1.5559157212317665,1.012965964343598,1.2560777957860616,4.983792544570502,0.2025931928687196,0.5625,0.10638297872340426,0.05263157894736842,0.23976608187134502,0.45,0.264,0.36,0.8072916666666666,7.380116959064328,4.92,0.1528709917971663,0.5834683954619124,11.085899513776337,81.81523500810373,10.243111831442462,12.447325769854132,8.103727714748784,10.048622366288493,39.870340356564014,1.6207455429497568,15.235008103727713,87.58508914100486,8.038897893030795,35.91572123176661,260.8103727714749,0.7779578606158832,2.658022690437601,1.2965964343598055,0.5834683954619124,0.12965964343598055,2.139384116693679,0.3889789303079416,2.917341977309562,2.2042139384116695,1.944894651539708,0.2593192868719611,0.2593192868719611
!,517.63,122.8,15,10,5,8,7,0.75,0.5714285714285714,24.0,240.0,1717.0,216.0,247.0,144.0,169.0,408.0,22.0,227.0,1586.0,55.0,637.0,3925.0,16.0,74.0,23.0,7.0,1.0,41.0,8.0,51.0,31.0,25.0,0.0,17.0,0.13843648208469056,0.19543973941368079,1.9543973941368078,13.982084690553746,1.7589576547231272,2.0114006514657983,1.1726384364820848,1.3762214983713354,3.3224755700325734,0.1791530944625407,0.6666666666666666,0.09691629955947137,0.1,0.30833333333333335,0.30434782608695654,0.2847222222222222,0.3541666666666667,0.6842105263157895,7.154166666666667,2.8333333333333335,0.10394904458598726,1.5635179153094463,15.635179153094462,111.85667752442997,14.071661237785017,16.091205211726386,9.381107491856678,11.009771986970684,26.579804560260587,1.4332247557003257,14.788273615635179,103.32247557003258,3.5830618892508146,41.498371335504885,255.70032573289902,1.0423452768729642,4.82084690553746,1.498371335504886,0.45602605863192186,0.06514657980456026,2.6710097719869705,0.5211726384364821,3.3224755700325734,2.019543973941368,1.6286644951140066,0.0,1.1074918566775245
CelestialEye,548.79,120.1,18,8,10,11,7,0.36363636363636365,0.5714285714285714,10.0,104.0,872.0,94.0,147.0,143.0,153.0,1072.0,14.0,216.0,1138.0,145.0,475.0,4258.0,12.0,26.0,14.0,5.0,1.0,46.0,2.0,56.0,53.0,10.0,0.0,-10.0,-0.08326394671107411,0.08326394671107411,0.8659450457951707,7.260616153205662,0.7826810990840967,1.2239800166527894,1.1906744379683598,1.2739383846794339,8.925895087427145,0.11656952539550375,0.4444444444444444,0.06481481481481481,0.09615384615384616,0.25,0.35714285714285715,0.32167832167832167,0.3916083916083916,1.0408163265306123,8.384615384615385,7.496503496503497,0.25176139032409584,0.6661115736885929,6.927560366361366,58.0849292256453,6.261448792672773,9.791840133222316,9.525395503746878,10.191507077435471,71.40716069941716,0.93255620316403,14.388009991673606,75.80349708576186,9.658617818484597,31.64029975020816,283.63030807660283,0.7993338884263115,1.7318900915903415,0.93255620316403,0.33305578684429643,0.06661115736885928,3.0641132389675274,0.13322231473771856,3.73022481265612,3.530391340549542,0.6661115736885929,0.0,-0.6661115736885929
