Player,Skill,Minutes,Games,Wins,Losses,Red Games,Blue Games,Red Win %,Blue Win %,Captures,Grabs,Hold,Drops,Pops,Returns,Tags,Prevent,Pups,Pups Available,Block,Button,Support,Hold Against,Long Holds,Flaccids,Handoffs,Good Handoffs,Captures off Handoffs,Quick Returns,Key Returns,Returns in Base,NDPops,NRTags,KF,CD,CD/Min,Caps/Min,Grabs/Min,Hold/Min,Drops/Min,Pops/Min,Returns/Min,Tags/Min,Prevent/Min,Pups/Min,Win %,Pup %,Score %,Flaccid %,Chain %,QR %,RIB %,K/D,Hold/Grab,Prevent/Return,Prevent/Hold Against,Captures/8Min,Grabs/8Min,Hold/8Min,Drops/8Min,Pops/8Min,Returns/8Min,Tags/8Min,Prevent/8Min,Pups/8Min,Pups Available/8Min,Block/8Min,Button/8Min,Support/8Min,Hold Against/8Min,Long Holds/8Min,Flaccids/8Min,Handoffs/8Min,Good Handoffs/8Min,Captures off Handoffs/8Min,Quick Returns/8Min,Key Returns/8Min,Returns in Base/8Min,NDPops/8Min,NRTags/8Min,KF/8Min,CD/8Min
Therapist,840.98,1644.7000000000005,238,122,116,122,116,0.5,0.5258620689655172,177.0,2009.0,15930.0,1813.0,2332.0,1831.0,2063.0,9994.0,231.0,3069.0,16032.0,1358.0,6561.0,60233.0,174.0,434.0,167.0,74.0,20.0,515.0,81.0,651.0,519.0,232.0,19.0,1.0,0.0006080136195050767,0.10761841065239858,1.221499361585699,9.685656958715873,1.102328692162704,1.4178877606858389,1.1132729373137955,1.2543320970389733,6.0764881133337365,0.14045114610567272,0.5126050420168067,0.07526881720430108,0.08810353409656546,0.21602787456445993,0.4431137724550898,0.2812670671764063,0.3555434188967777,0.8846483704974271,7.929318068690891,5.458219552157291,0.1659223349326781,0.8609472852191886,9.771994892685592,77.48525566972698,8.818629537301632,11.343102085486711,8.906183498510364,10.034656776311786,48.61190490666989,1.1236091688453818,14.927950386088645,77.98139478324312,6.605459962303153,31.913418860582468,292.97987474919427,0.8463549583510668,2.1110232869216263,0.8123061956587825,0.3599440627470054,0.09728217912081227,2.505016112360916,0.3939928254392897,3.1665349303824395,2.5244725481850785,1.1284732778014224,0.09241807016477166,0.004864108956040614
rizzmaster,520.68,1641.7000000000012,256,118,138,119,137,0.37815126050420167,0.5328467153284672,125.0,2509.0,15320.0,2360.0,3031.0,1185.0,1400.0,5552.0,273.0,3027.0,17560.0,2175.0,7310.0,65510.0,96.0,721.0,321.0,138.0,13.0,303.0,53.0,367.0,671.0,215.0,24.0,-56.0,-0.03411098251812143,0.07614058597794963,1.528293841749405,9.331790217457506,1.437534263263689,1.8462569287933226,0.7218127550709625,0.8527745629530359,3.3818602667966107,0.166291039775842,0.4609375,0.09018830525272548,0.04982064567556795,0.28736548425667596,0.42990654205607476,0.25569620253164554,0.309704641350211,0.4618937644341801,6.106018333997609,4.685232067510548,0.0847504197832392,0.6091246878235971,12.22635073399524,74.65432173966005,11.500274106109512,14.77005543034658,5.7745020405677,6.822196503624287,27.054882134372885,1.330328318206736,14.750563440336226,85.56983614545891,10.598769568130589,35.62161174392396,319.2300663945907,0.46780776024852255,3.513431199366508,1.5642321983309972,0.6724736553572511,0.0633489675336541,1.4765182432843993,0.25826886763720514,1.788390083450081,3.269781324237069,1.047694463056587,0.11695194006213064,-0.27288786014497146
greenfish,713.69,1640.000000000001,252,121,131,124,128,0.4435483870967742,0.515625,244.0,2653.0,18961.0,2392.0,2965.0,1707.0,1927.0,4834.0,194.0,3007.0,17233.0,698.0,6907.0,65391.0,173.0,645.0,273.0,114.0,27.0,311.0,64.0,414.0,573.0,220.0,17.0,5.0,0.0030487804878048764,0.14878048780487796,1.6176829268292674,11.561585365853652,1.458536585365853,1.8079268292682917,1.0408536585365848,1.1749999999999994,2.9475609756097545,0.1182926829268292,0.4801587301587302,0.06451612903225806,0.0919713531850735,0.2431209950998869,0.4175824175824176,0.18219097832454598,0.24253075571177504,0.6499156829679595,7.147003392385978,2.83186877562976,0.0739245461913719,1.1902439024390237,12.94146341463414,92.49268292682922,11.668292682926824,14.463414634146334,8.326829268292679,9.399999999999995,23.580487804878036,0.9463414634146337,14.668292682926822,84.0634146341463,3.404878048780486,33.69268292682925,318.9804878048779,0.8439024390243898,3.1463414634146325,1.33170731707317,0.5560975609756095,0.13170731707317065,1.5170731707317064,0.31219512195121935,2.01951219512195,2.7951219512195107,1.0731707317073165,0.08292682926829263,0.02439024390243901
MoGGee,828.3,1639.7,235,116,119,105,130,0.42857142857142855,0.5461538461538461,91.0,1322.0,10107.0,1215.0,1908.0,1879.0,2275.0,14760.0,366.0,2999.0,14213.0,1864.0,5920.0,58208.0,108.0,331.0,157.0,67.0,12.0,632.0,100.0,746.0,693.0,396.0,16.0,23.0,0.014026956150515338,0.05549795694334329,0.8062450448252729,6.163932426663414,0.7409892053424406,1.163627492834055,1.1459413307312314,1.3874489235835823,9.001646642678539,0.22321156309080928,0.49361702127659574,0.12204068022674225,0.06883509833585477,0.2503782148260212,0.4267515923566879,0.3363491218733369,0.39701969132517295,1.1923480083857443,7.645234493192133,7.85524215007983,0.2535733919736119,0.44398365554674635,6.449960358602183,49.31145941330731,5.927913642739525,9.30901994267244,9.167530645849851,11.099591388668658,72.01317314142831,1.7856925047264742,14.631944867963652,69.34439226687809,9.094346526803683,28.883332316887234,283.99341342928585,0.5269256571324022,1.6149295602854181,0.7659937793498811,0.3268890650728792,0.05854729523693358,3.083490882478502,0.4878941269744465,3.639690187229371,3.3811062999329144,1.9320607428188084,0.07806306031591144,0.1122156492041227
BertaLovejoy,536.62,1633.8,240,99,141,130,110,0.4230769230769231,0.4,219.0,3011.0,19249.0,2764.0,3356.0,907.0,1468.0,2412.0,523.0,2995.0,17636.0,1345.0,7209.0,65181.0,138.0,770.0,286.0,124.0,9.0,213.0,49.0,265.0,592.0,561.0,28.0,-85.0,-0.05202595176888236,0.1340433345574734,1.8429428326600563,11.781735830579018,1.6917615375198922,2.054106989839638,0.5551475088750153,0.8985187905496389,1.4763128901946383,0.32011262088382914,0.4125,0.17462437395659433,0.07273331119229492,0.25572899368980406,0.43356643356643354,0.2348401323042999,0.2921719955898567,0.4374255065554231,6.39289272666888,2.659316427783903,0.037004648593915404,1.072346676459787,14.74354266128045,94.25388664463215,13.534092300159138,16.432855918717102,4.441180071000122,7.188150324397111,11.810503121557106,2.560900967070633,14.665197698616723,86.35573509609499,6.585873423919697,35.299302240176274,319.1626882115314,0.6757253029746603,3.7703513281919454,1.400416207614151,0.6071734606438977,0.044069041498347415,1.0429673154608887,0.23993144815766923,1.2975884441180072,2.8987636185579633,2.746970253396989,0.13710368466152528,-0.4162076141510589
Phiip,904.92,1601.4000000000012,223,118,105,100,123,0.59,0.4796747967479675,213.0,2223.0,13690.0,1984.0,2442.0,1486.0,2034.0,6451.0,444.0,2938.0,17657.0,2160.0,7348.0,54751.0,97.0,617.0,251.0,84.0,18.0,315.0,77.0,410.0,458.0,548.0,26.0,36.0,0.02248032971150242,0.13300861745972264,1.3881603596852743,8.548769826401891,1.238915948545022,1.5249156987635808,0.927938054202572,1.2701386286998866,4.028350193580614,0.2772573997751965,0.5291479820627802,0.15112321307011573,0.09581646423751687,0.27755285650022493,0.3346613545816733,0.211978465679677,0.2759084791386272,0.8329238329238329,6.158344579397211,4.341184387617766,0.11782433197567167,1.0640689396777812,11.105282877482194,68.39015861121513,9.911327588360177,12.199325590108646,7.423504433620576,10.161109029599093,32.226801548644914,2.218059198201572,14.67715748719869,88.20781815911072,10.790558261521161,36.70788060447106,273.5156737854375,0.48457599600349655,3.0823029848882206,1.253902835019357,0.41963282128137847,0.08992131884600968,1.5736230798051694,0.38466341950793026,2.048207818159109,2.2879980017484685,2.737604595978517,0.1298863494442362,0.17984263769201936
\m\=^_^=/m/,808.94,1601.1000000000001,237,116,121,114,123,0.5175438596491229,0.4634146341463415,134.0,1588.0,11197.0,1442.0,1973.0,1770.0,2190.0,15149.0,487.0,2883.0,15426.0,2309.0,6490.0,55856.0,102.0,404.0,140.0,45.0,18.0,655.0,93.0,774.0,531.0,420.0,12.0,-58.0,-0.03622509524701767,0.08369246143276497,0.9918181250390355,6.993317094497533,0.9006308163137842,1.232277809006308,1.1054899756417462,1.3678096308787708,9.461620136156391,0.304165885953407,0.48945147679324896,0.16892126257370793,0.08438287153652393,0.25440806045340053,0.32142857142857145,0.3700564971751412,0.43728813559322033,1.1099847947288393,7.051007556675063,8.558757062146892,0.2712152678315669,0.6695396914621198,7.934545000312284,55.94653675598026,7.205046530510273,9.858222472050464,8.84391980513397,10.942477047030167,75.69296108925113,2.433327087627256,14.40509649615889,77.07700955593029,11.537068265567422,32.427705952157886,279.08812691274744,0.5096496158890762,2.0186122041096746,0.6995190806320654,0.22484541877459244,0.08993816750983698,3.2727499843857344,0.4646805321341577,3.86734120292299,2.6531759415401908,2.098557241896196,0.05995877833989132,-0.28980076197614135
StaIin,1008.01,1595.2,224,115,109,115,109,0.5217391304347826,0.5045871559633027,136.0,1701.0,10807.0,1553.0,1999.0,2402.0,2785.0,14772.0,258.0,2883.0,17185.0,1767.0,7078.0,50182.0,98.0,520.0,185.0,50.0,14.0,770.0,104.0,942.0,446.0,383.0,12.0,11.0,0.006895687061183551,0.08525576730190572,1.0663239719157471,6.774699097291875,0.9735456369107321,1.2531344032096288,1.5057673019057172,1.7458625877632898,9.260280842527582,0.16173520561685054,0.5133928571428571,0.08949011446409989,0.07995296884185774,0.30570252792475017,0.2702702702702703,0.3205661948376353,0.39217318900915904,1.3931965982991497,6.353321575543798,6.149875104079934,0.2943684986648599,0.6820461384152458,8.530591775325977,54.197592778335,7.788365095285857,10.02507522567703,12.046138415245737,13.966900702106319,74.08224674022065,1.2938816449348043,14.458375125376127,86.18355065195587,8.861584754262788,35.496489468405215,251.66499498495486,0.4914744232698094,2.6078234704112337,0.9277833500501504,0.25075225677031093,0.07021063189568706,3.8615847542627884,0.5215646940822467,4.724172517552658,2.2367101303911734,1.9207622868605816,0.06018054162487462,0.055165496489468405
CoffeeSnoot,819.26,1593.9000000000005,218,107,111,108,110,0.5370370370370371,0.44545454545454544,237.0,2470.0,16714.0,2207.0,2674.0,1248.0,1500.0,5854.0,262.0,2949.0,17253.0,2398.0,7236.0,59101.0,128.0,606.0,240.0,95.0,19.0,275.0,43.0,332.0,467.0,252.0,26.0,-29.0,-0.01819436602045297,0.14869188782232257,1.5496580713972012,10.486228747098309,1.3846539933496451,1.677646025472112,0.7829851308112175,0.9410878976096364,3.672752368404541,0.1643766861158165,0.4908256880733945,0.08884367582231265,0.09595141700404858,0.24534412955465587,0.3958333333333333,0.2203525641025641,0.266025641025641,0.5609573672400897,6.766801619433198,4.690705128205129,0.09905077748261451,1.1895351025785805,12.39726457117761,83.88982997678647,11.077231946797161,13.421168203776896,6.26388104648974,7.528703180877091,29.38201894723633,1.315013488926532,14.801430453604361,86.5951439864483,12.03588681849551,36.318464144551086,296.6359244620113,0.6424493381015118,3.041596085074345,1.2045925089403346,0.47681786812221577,0.09536357362444316,1.3802622498274668,0.21582282451847662,1.6663529707007962,2.3439362569797346,1.2648221343873514,0.13049752180186958,-0.14555492816362375
Zig!,929.03,1583.1,214,111,103,118,96,0.5,0.5416666666666666,139.0,1696.0,8899.0,1550.0,2195.0,1805.0,1947.0,15284.0,157.0,2930.0,16501.0,974.0,6628.0,53269.0,36.0,490.0,212.0,69.0,14.0,542.0,70.0,655.0,645.0,142.0,7.0,3.0,0.001895016107636915,0.08780241298717706,1.0713157728507359,5.621249447286969,0.9790916556124061,1.3865201187543428,1.1401680247615438,1.2298654538563578,9.654475396374202,0.09917250963299855,0.5186915887850467,0.053583617747440276,0.08195754716981132,0.28891509433962265,0.32547169811320753,0.3002770083102493,0.3628808864265928,0.8870159453302962,5.247051886792453,8.467590027700831,0.2869210985751563,0.7024193038974165,8.570526182805887,44.96999557829575,7.832733244899249,11.092160950034742,9.12134419809235,9.838923630850863,77.23580317099362,0.7933800770639884,14.806392521003096,83.3857621123113,4.921988503568947,33.49377803044659,269.18830143389556,0.18192154633314384,2.476154380645569,1.0713157728507359,0.34868296380519237,0.07074726801844483,2.738929947571221,0.35373634009222416,3.3099614680058114,3.2594277051354936,0.7175794327585118,0.035373634009222416,0.01516012886109532
Acuraun,860.87,1580.9,214,108,106,113,101,0.46017699115044247,0.5544554455445545,138.0,1708.0,11021.0,1560.0,2043.0,1943.0,2387.0,13283.0,534.0,2889.0,15342.0,1162.0,6225.0,55096.0,91.0,486.0,179.0,74.0,12.0,701.0,110.0,856.0,483.0,444.0,10.0,-3.0,-0.0018976532354987663,0.08729204883294325,1.0803972420772976,6.971345436143968,0.9867796824593585,1.29230185337466,1.229046745524701,1.5098994243785184,8.402175975710039,0.3377822759187804,0.5046728971962616,0.18483904465212878,0.08079625292740047,0.28454332552693207,0.4134078212290503,0.36078229541945445,0.44055584148224397,1.1683798335780715,6.452576112412178,6.836335563561502,0.24108828227094525,0.698336390663546,8.64317793661838,55.77076348915175,7.894237459674868,10.33841482699728,9.832373964197608,12.079195395028147,67.21740780568031,2.7022582073502432,14.619520526282496,77.63678917072554,5.880194825732177,31.50104370927952,278.80827376810674,0.46049718514770066,2.4593585932064013,0.9058131444114111,0.3744702384717566,0.06072490353596052,3.547346448225694,0.5566449490796381,4.3317097855651845,2.444177367322411,2.2468214308305394,0.050604086279967105,-0.01518122588399013
aardvark,940.7,1576.000000000001,223,126,97,111,112,0.46846846846846846,0.6607142857142857,174.0,1734.0,12113.0,1547.0,2052.0,1807.0,2147.0,10740.0,420.0,2893.0,15288.0,1229.0,6218.0,53296.0,110.0,445.0,186.0,75.0,22.0,524.0,103.0,652.0,505.0,340.0,13.0,122.0,0.07741116751269031,0.11040609137055832,1.1002538071065984,7.685913705583752,0.981598984771573,1.3020304568527912,1.1465736040609131,1.36230964467005,6.814720812182737,0.26649746192893387,0.5650224215246636,0.14517801590044935,0.10034602076124567,0.2566320645905421,0.4032258064516129,0.28998339789706695,0.36081903707802987,1.0462962962962963,6.9855824682814305,5.94355285002767,0.20151606124287,0.8832487309644665,8.802030456852787,61.48730964467001,7.852791878172584,10.41624365482233,9.172588832487305,10.8984771573604,54.5177664974619,2.131979695431471,14.685279187817251,77.60406091370554,6.238578680203042,31.56345177664973,270.5380710659897,0.5583756345177662,2.2588832487309634,0.9441624365482228,0.3807106598984769,0.11167512690355323,2.659898477157359,0.5228426395939083,3.3096446700507594,2.5634517766497447,1.7258883248730954,0.065989847715736,0.6192893401015225
RandyB0Bandy,927.82,1573.1,213,116,97,114,99,0.5701754385964912,0.5151515151515151,216.0,2675.0,15849.0,2436.0,2896.0,1348.0,1587.0,4910.0,290.0,2856.0,20062.0,1063.0,8084.0,51743.0,97.0,756.0,250.0,88.0,19.0,308.0,55.0,385.0,460.0,239.0,23.0,47.0,0.0298773123132668,0.1373084991418219,1.7004640518720997,10.075011124531182,1.548534740321658,1.8409509884940565,0.8569067446443329,1.0088360561947747,3.12122560549234,0.1843493738478164,0.5446009389671361,0.1015406162464986,0.08074766355140187,0.28261682242990654,0.352,0.228486646884273,0.28560830860534125,0.5479972375690608,5.924859813084113,3.642433234421365,0.09489206269447074,1.098467993134575,13.603712414976798,80.60008899624945,12.388277922573264,14.727607907952452,6.855253957154663,8.070688449558197,24.96980484393872,1.4747949907825313,14.524187909223826,102.02530036234188,5.40588646621321,41.11118174305512,263.13902485538114,0.49329349691691565,3.844637975971013,1.2713749920539064,0.44752399720297503,0.09662449939609688,1.5663339902104128,0.2797024982518594,1.9579174877630159,2.339329985379188,1.2154344924035345,0.11696649926895938,0.2390184985061344
Phil Ballins,742.51,1569.1,232,118,114,116,116,0.4827586206896552,0.5344827586206896,133.0,1626.0,12822.0,1471.0,2087.0,2331.0,2610.0,11829.0,363.0,2854.0,14635.0,1122.0,5949.0,58890.0,157.0,419.0,196.0,81.0,9.0,627.0,112.0,786.0,616.0,279.0,22.0,16.0,0.010196928175387166,0.0847619654579058,1.0362628258237208,8.17156331655089,0.9374800841246576,1.3300618188770634,1.4855649735517176,1.6633739086100314,7.538716461665923,0.23134280797909632,0.5086206896551724,0.12718990889978976,0.08179581795817958,0.25768757687576876,0.413265306122449,0.26898326898326896,0.33719433719433717,1.2505989458552946,7.885608856088561,5.074646074646075,0.2008660213958227,0.6780957236632464,8.290102606589766,65.37250653240712,7.49984067299726,10.640494551016507,11.88451978841374,13.306991268880251,60.309731693327386,1.8507424638327705,14.551016506277485,74.61602192339558,5.7204767063921995,30.330762857689123,300.2485501242751,0.8004588617678925,2.136256452743611,0.9992989611879421,0.4129755911031802,0.04588617678924224,3.196736982983876,0.5710279778216812,4.007392772927156,3.140653878019247,1.4224714804665095,0.11216620992925881,0.08157542540309733
BUTT,734.35,1550.7000000000012,229,115,114,123,106,0.4959349593495935,0.5094339622641509,195.0,2498.0,19821.0,2271.0,2734.0,1294.0,1594.0,4914.0,382.0,2870.0,17364.0,1394.0,7078.0,61968.0,208.0,555.0,230.0,103.0,15.0,251.0,58.0,322.0,463.0,300.0,32.0,-9.0,-0.005803830528148574,0.12574966144321909,1.6108854065905707,12.781969433159208,1.46449990326949,1.7630747404398,0.8344618559360283,1.0279228735409807,3.168891468369121,0.2463403624169728,0.5021834061135371,0.13310104529616726,0.07806244995996797,0.222177742193755,0.44782608695652176,0.19397217928902627,0.24884080370942813,0.5830285296269203,7.9347477982385906,3.7975270479134466,0.07929899302865995,1.0059972915457527,12.887083252724565,102.25575546527367,11.71599922615592,14.1045979235184,6.675694847488226,8.223382988327845,25.35113174695297,1.9707228993357824,14.806216547365695,89.58018959179718,7.191590894434766,36.51512220287609,319.6904623718318,1.073063777648803,2.8632230605532962,1.1865609079770416,0.5313729283549361,0.07738440704198098,1.2948990778358151,0.2992197072289931,1.6611852711678583,2.3885986973624798,1.5476881408396197,0.16508673502289276,-0.04643064422518859
BallSaget,1026.6,1541.7000000000005,213,110,103,104,109,0.5192307692307693,0.5137614678899083,255.0,2743.0,16720.0,2475.0,2963.0,1459.0,1850.0,4968.0,393.0,2836.0,19254.0,1009.0,7757.0,53113.0,120.0,772.0,297.0,97.0,24.0,355.0,62.0,478.0,488.0,391.0,13.0,9.0,0.005837711617046116,0.16540182914963997,1.779204773950833,10.84517091522345,1.605370694687682,1.9219043912564047,0.946357916585587,1.199974054615035,3.222416812609456,0.2549134072776804,0.5164319248826291,0.13857545839210156,0.0929639081297849,0.2814436748086037,0.3265993265993266,0.2433173406442769,0.3276216586703221,0.6243671954100574,6.095515858549034,3.405071967100754,0.093536422344812,1.3232146331971197,14.233638191606664,86.7613673217876,12.842965557501456,15.375235130051237,7.570863332684696,9.59979243692028,25.77933450087565,2.0393072582214433,14.716222351949142,99.91048842187193,5.23577868586625,40.25167023415709,275.6074463254848,0.6226892391515857,4.005967438541868,1.5411558669001746,0.5033404683141984,0.12453784783031714,1.8421223324901077,0.32172277356165263,2.480378802620483,2.5322695725497817,2.0289291042355835,0.06745800090808846,0.04670169293636893
PotatoPotato,695.88,1540.1,227,111,116,117,110,0.46153846153846156,0.5181818181818182,211.0,2466.0,20389.0,2224.0,2706.0,1177.0,1482.0,2804.0,400.0,2843.0,16612.0,967.0,6709.0,61697.0,226.0,565.0,250.0,109.0,16.0,195.0,41.0,268.0,482.0,305.0,31.0,5.0,0.0032465424323095903,0.13700409064346472,1.60119472761509,13.238750730472049,1.444062073891306,1.7570287643659503,0.7642360885656776,0.9622751769365626,1.8206609960392184,0.25972339458476723,0.4889867841409692,0.14069644741470277,0.08556366585563666,0.22911597729115976,0.436,0.16567544604927784,0.22769753610875107,0.5476718403547672,8.268045417680455,2.3823279524214103,0.0454479148094721,1.0960327251477178,12.80955782092072,105.91000584377639,11.552496591130447,14.056230114927603,6.113888708525421,7.698201415492501,14.565287968313747,2.077787156678138,14.767872216089865,86.29050061684306,5.023050451269398,34.84968508538407,320.4830855139277,1.1739497435231478,2.93487435880787,1.2986169729238362,0.5661970001947926,0.08311148626712551,1.0129212388805922,0.21297318355950914,1.3921173949743524,2.5037335237971563,1.5843127069670802,0.1610285046425557,0.025972339458476722
memnite,649.99,1539.3000000000002,229,100,129,131,98,0.366412213740458,0.5306122448979592,94.0,1831.0,11799.0,1718.0,2392.0,1860.0,2021.0,10610.0,196.0,2785.0,13887.0,1197.0,5687.0,60839.0,71.0,437.0,197.0,84.0,10.0,592.0,79.0,685.0,674.0,161.0,19.0,-49.0,-0.031832651205093224,0.06106671863834209,1.1895017215617487,7.665172480997855,1.116091730007146,1.553953095562918,1.2083414539076203,1.312934450724355,6.892743454817124,0.1273306048203729,0.4366812227074236,0.0703770197486535,0.05133806663025669,0.23866739486619334,0.4263959390862944,0.31827956989247314,0.3682795698924731,0.8448996655518395,6.4440196613872205,5.704301075268817,0.17439471391705977,0.48853374910673675,9.51601377249399,61.32137984798284,8.928733840057168,12.431624764503344,9.666731631260962,10.50347560579484,55.14194763853699,1.0186448385629832,14.474111609172999,72.17306567920483,6.221009549795361,29.556291820957576,316.19047619047615,0.3689988956018969,2.271162216591957,1.0238420061066718,0.4365620736698499,0.05197167543688689,3.076723185863704,0.4105762359514064,3.560059767426752,3.5028909244461763,0.8367439745338789,0.09874618333008509,-0.2546612096407458
EpicJuker,824.67,1537.5,226,110,116,114,112,0.4824561403508772,0.49107142857142855,141.0,1747.0,12061.0,1593.0,2165.0,1951.0,2181.0,12358.0,294.0,2837.0,14107.0,733.0,5668.0,53224.0,103.0,478.0,180.0,65.0,11.0,519.0,82.0,682.0,572.0,230.0,13.0,-31.0,-0.020162601626016262,0.09170731707317073,1.136260162601626,7.844552845528455,1.0360975609756098,1.408130081300813,1.2689430894308944,1.4185365853658536,8.037723577235772,0.19121951219512195,0.48672566371681414,0.10363059569968276,0.08070978820835718,0.27361190612478536,0.3611111111111111,0.26601742696053304,0.3495643259866735,1.0073903002309468,6.903835145964511,6.334187596104562,0.2321884863971141,0.7336585365853658,9.090081300813008,62.75642276422764,8.288780487804878,11.265040650406505,10.151544715447155,11.348292682926829,64.30178861788617,1.5297560975609756,14.761626016260163,73.40227642276423,3.8139837398373984,29.492032520325203,276.9378861788618,0.5359349593495935,2.4871544715447156,0.9365853658536586,0.3382113821138211,0.05723577235772358,2.700487804878049,0.4266666666666667,3.548617886178862,2.976260162601626,1.1967479674796748,0.06764227642276423,-0.1613008130081301
Trip,728.8,1536.9000000000008,226,116,110,114,112,0.4649122807017544,0.5625,132.0,1569.0,10089.0,1428.0,1982.0,1569.0,1898.0,10323.0,320.0,2790.0,14279.0,2239.0,6007.0,52763.0,56.0,378.0,153.0,54.0,13.0,398.0,77.0,509.0,554.0,329.0,9.0,35.0,0.02277311471143209,0.08588717548311532,1.0208861994924843,6.564512980675382,0.9291430802264293,1.289608953087383,1.0208861994924843,1.234953477779946,6.716767519031814,0.20821133450452198,0.5132743362831859,0.11469534050179211,0.0841300191204589,0.24091778202676864,0.35294117647058826,0.2536647546207776,0.3244104525175271,0.9576185671039354,6.430210325047801,6.579349904397706,0.19564846578094497,0.6870974038649226,8.167089595939874,52.51610384540306,7.433144641811435,10.316871624699065,8.167089595939874,9.879627822239568,53.73414015225451,1.6656906760361758,14.522740581690408,74.32624113475174,11.654629448890619,31.26813715921659,274.6463660615523,0.2914958683063308,1.9675971110677328,0.7964083544797966,0.2810853015811047,0.06766868371396964,2.071702778319994,0.40080681892120484,2.6494892315700422,2.8837269828876293,1.7125382262996933,0.046847550263517446,0.18218491769145673
DingusDongus,1054.99,1524.5000000000011,203,106,97,106,97,0.5188679245283019,0.5257731958762887,166.0,1887.0,11850.0,1707.0,2146.0,1686.0,2160.0,10029.0,437.0,2826.0,16027.0,919.0,6457.0,50007.0,96.0,562.0,210.0,69.0,11.0,573.0,83.0,682.0,439.0,474.0,14.0,62.0,0.04066907182682844,0.10888816005247615,1.2377828796326655,7.773040341095435,1.119711380780583,1.4076746474253843,1.1059363725811733,1.4168579862249908,6.5785503443752,0.28665136110200046,0.5221674876847291,0.15463552724699223,0.08797032326444092,0.2978272390037096,0.32857142857142857,0.3398576512455516,0.4045077105575326,1.0065237651444547,6.279809220985691,5.948398576512456,0.20055192273081768,0.8711052804198092,9.902263037061324,62.18432272876348,8.957691046244664,11.261397179403074,8.847490980649386,11.334863889799927,52.6284027550016,2.2932108888160037,14.82978025582157,84.1036405378812,4.822564775336172,33.88389635946209,262.41784191538187,0.5037717284355523,2.9491636602164624,1.1020006559527706,0.3620859298130532,0.05772384388324037,3.0068875040997027,0.4355526402099046,3.5788783207609027,2.303706133158411,2.4873729091505394,0.07346671039685138,0.3253525746146275
kojiro,582.4,1524.0000000000014,247,119,128,117,130,0.4017094017094017,0.5538461538461539,159.0,2359.0,15991.0,2185.0,2741.0,1149.0,1632.0,4605.0,498.0,2807.0,15538.0,1200.0,6338.0,60756.0,121.0,565.0,250.0,128.0,16.0,297.0,61.0,374.0,556.0,483.0,15.0,-44.0,-0.02887139107611546,0.10433070866141723,1.5479002624671903,10.492782152230962,1.4337270341207335,1.7985564304461925,0.7539370078740151,1.0708661417322825,3.021653543307084,0.3267716535433068,0.4817813765182186,0.17741360883505522,0.06740144128868164,0.23950826621449767,0.512,0.2584856396866841,0.32550043516100957,0.5954031375410435,6.7787197965239505,4.007832898172324,0.07579498321153466,0.8346456692913379,12.383202099737522,83.9422572178477,11.469816272965868,14.38845144356954,6.031496062992121,8.56692913385826,24.17322834645667,2.6141732283464543,14.734908136482927,81.56430446194219,6.299212598425191,33.27034120734905,318.92913385826745,0.6351706036745401,2.965879265091861,1.3123359580052483,0.6719160104986871,0.08398950131233589,1.5590551181102348,0.32020997375328053,1.9632545931758512,2.9186351706036717,2.5354330708661394,0.07874015748031489,-0.2309711286089237
No one,809.4,1516.100000000001,216,110,106,112,104,0.48214285714285715,0.5384615384615384,143.0,2047.0,12104.0,1890.0,2407.0,1710.0,1889.0,11628.0,179.0,2751.0,16905.0,1110.0,6846.0,51537.0,58.0,550.0,216.0,86.0,13.0,570.0,72.0,700.0,517.0,179.0,14.0,15.0,0.0098938064771453,0.09432095508211853,1.3501747905810952,7.983642239957781,1.2466196161203078,1.5876261460325825,1.1278939383945643,1.2459600290218316,7.669678781083037,0.11806609062726725,0.5092592592592593,0.06506724827335514,0.06985832926233512,0.268685881778212,0.39814814814814814,0.3333333333333333,0.4093567251461988,0.7847943498130453,5.913043478260869,6.8,0.22562430874905406,0.7545676406569483,10.801398324648762,63.86913791966225,9.972956928962462,12.70100916826066,9.023151507156514,9.967680232174652,61.35743024866429,0.944528725018138,14.516192863267584,89.20255919794202,5.857133434470017,36.12426620935292,271.9451223534066,0.30604841369302793,2.9021832332959545,1.1397665061671385,0.4537959237517311,0.06859705824154075,3.0077171690521713,0.37992216872237955,3.6936877514675786,2.7280522392981976,0.944528725018138,0.07387375502935158,0.0791504518171624
