Player,Minutes,CD,Captures,Grabs,Hold,Drops,Pops,Returns,Tags,Prevent,Pups,Pups Available,Block,Button,Support,Hold Against,K/D,Pup %,Score %,NDPops,NRTags,KF,Hold/Grab,Prevent/Return,Prevent/Hold Against,Long Holds,Flaccids,Handoffs,Good Handoffs,Captures off Handoffs,Quick Returns,Key Returns,Returns in Base,Flaccid %,Chain %,QR %,RIB %,CD/Min,Captures/Min,Grabs/Min,Hold/Min,Drops/Min,Pops/Min,Returns/Min,Tags/Min,Prevent/Min,Pups/Min
ANDYKANSAS,63.199999999999996,-10,5,68,553,63,87,71,81,691,20,121,619,75,255,2133,0.93,16.53,7.35,24,10,0,8.13,9.73,0.32,7,14,5,2,2,24,4,33,20.59,40.0,33.8,46.48,-0.16,0.08,1.08,8.75,1.0,1.38,1.12,1.28,10.93,0.32
anti-re,21.6,7,10,41,251,30,36,19,19,80,4,38,260,15,105,702,0.53,10.53,24.39,6,0,1,6.12,4.21,0.11,1,13,5,0,1,9,1,6,31.71,0.0,47.37,31.58,0.32,0.46,1.9,11.62,1.39,1.67,0.88,0.88,3.7,0.19
AVP,16.4,3,0,26,158,24,30,3,4,50,4,29,217,5,87,510,0.13,13.79,0.0,6,1,2,6.08,16.67,0.1,2,9,3,3,0,0,0,0,34.62,100.0,0.0,0.0,0.18,0.0,1.59,9.63,1.46,1.83,0.18,0.24,3.05,0.24
BallAnka,69.9,1,10,105,689,94,111,82,112,208,20,140,763,20,302,2371,1.01,14.29,9.52,17,30,1,6.56,2.54,0.09,6,27,11,4,1,23,5,32,25.71,36.36,28.05,39.02,0.01,0.14,1.5,9.86,1.34,1.59,1.17,1.6,2.98,0.29
BallsToYou.,70.9,-14,10,127,749,116,146,51,69,180,16,135,845,40,340,2344,0.47,11.85,7.87,30,18,1,5.9,3.53,0.08,6,47,18,8,0,8,1,15,37.01,44.44,15.69,29.41,-0.2,0.14,1.79,10.56,1.64,2.06,0.72,0.97,2.54,0.23
Ballzilla,54.2,5,4,67,421,63,79,71,87,604,8,97,618,60,254,1609,1.1,8.25,5.97,16,16,0,6.28,8.51,0.38,4,20,7,5,0,25,6,28,29.85,71.43,35.21,39.44,0.09,0.07,1.24,7.77,1.16,1.46,1.31,1.61,11.14,0.15
Bamboozler,16.0,-6,1,21,117,19,22,23,23,129,2,28,156,0,60,567,1.05,7.14,4.76,3,0,1,5.57,5.61,0.23,1,8,5,2,0,7,1,8,38.1,40.0,30.43,34.78,-0.38,0.06,1.31,7.31,1.19,1.38,1.44,1.44,8.06,0.12
bbb,40.9,2,0,41,240,41,55,57,78,384,8,81,465,60,194,1168,1.42,9.88,0.0,14,21,0,5.85,6.74,0.33,2,16,4,0,0,23,1,24,39.02,0.0,40.35,42.11,0.05,0.0,1.0,5.87,1.0,1.34,1.39,1.91,9.39,0.2
Beach,33.9,-5,2,32,279,30,42,42,48,364,8,69,235,72,106,1072,1.14,11.59,6.25,12,6,0,8.72,8.67,0.34,4,8,3,1,0,9,3,15,25.0,33.33,21.43,35.71,-0.15,0.06,0.94,8.23,0.88,1.24,1.24,1.42,10.74,0.24
beef,8.8,-1,3,20,134,17,17,10,14,9,4,16,114,10,46,242,0.82,25.0,15.0,0,4,0,6.7,0.9,0.04,0,2,3,0,1,3,0,3,10.0,0.0,30.0,30.0,-0.11,0.34,2.27,15.23,1.93,1.93,1.14,1.59,1.02,0.45
Booya Ball,5.3,2,0,2,2,2,2,8,9,63,2,14,25,15,13,274,4.5,14.29,0.0,0,1,0,1.0,7.88,0.23,0,1,1,1,0,2,1,2,50.0,100.0,25.0,25.0,0.38,0.0,0.38,0.38,0.38,0.38,1.51,1.7,11.89,0.38
bubblez,62.5,-1,4,85,510,80,90,61,66,403,11,120,658,50,268,2048,0.73,9.17,4.71,10,5,1,6.0,6.61,0.2,3,25,10,4,1,24,3,21,29.41,40.0,39.34,34.43,-0.02,0.06,1.36,8.16,1.28,1.44,0.98,1.06,6.45,0.18
Button,16.0,5,3,16,143,13,17,28,34,192,3,28,144,0,56,458,2.0,10.71,18.75,4,6,0,8.94,6.86,0.42,2,3,2,2,0,10,2,13,18.75,100.0,35.71,46.43,0.31,0.19,1.0,8.94,0.81,1.06,1.75,2.12,12.0,0.19
cannibal,41.2,3,5,72,452,67,79,41,49,121,9,77,540,90,230,1377,0.62,11.69,6.94,12,8,0,6.28,2.95,0.09,3,22,8,4,0,13,2,16,30.56,50.0,31.71,39.02,0.07,0.12,1.75,10.97,1.63,1.92,1.0,1.19,2.94,0.22
Ceremony,80.5,-21,11,150,851,139,164,49,75,152,24,149,955,35,379,2673,0.46,16.11,7.33,25,26,0,5.67,3.1,0.06,3,41,19,3,0,11,3,25,27.33,15.79,22.45,51.02,-0.26,0.14,1.86,10.57,1.73,2.04,0.61,0.93,1.89,0.3
cherryrammer,8.0,2,0,3,19,3,7,9,12,80,3,14,20,0,8,274,1.71,21.43,0.0,4,3,0,6.33,8.89,0.29,0,0,0,0,0,4,0,3,0.0,0.0,44.44,33.33,0.25,0.0,0.38,2.38,0.38,0.88,1.12,1.5,10.0,0.38
Chritt,52.2,-4,5,50,249,45,73,66,71,481,3,90,601,105,255,1785,0.97,3.33,10.0,28,5,0,4.98,7.29,0.27,1,14,4,3,2,20,4,29,28.0,75.0,30.3,43.94,-0.08,0.1,0.96,4.77,0.86,1.4,1.26,1.36,9.21,0.06
CoffeeSnoot,32.9,-2,6,64,302,58,71,26,37,77,6,59,332,55,143,1161,0.52,10.17,9.38,13,11,0,4.72,2.96,0.07,1,23,9,6,0,5,1,6,35.94,66.67,19.23,23.08,-0.06,0.18,1.95,9.18,1.76,2.16,0.79,1.12,2.34,0.18
Color Blind,46.0,2,4,76,412,70,84,29,34,359,12,82,555,35,221,1268,0.4,14.63,5.26,14,5,2,5.42,12.38,0.28,3,31,9,4,0,10,0,17,40.79,44.44,34.48,58.62,0.04,0.09,1.65,8.96,1.52,1.83,0.63,0.74,7.8,0.26
coos :),41.1,-3,3,51,274,47,63,40,46,240,10,74,476,0,186,1295,0.73,13.51,5.88,16,6,1,5.37,6.0,0.19,2,13,10,5,0,15,1,16,25.49,50.0,37.5,40.0,-0.07,0.07,1.24,6.67,1.14,1.53,0.97,1.12,5.84,0.24
CreedBratton,23.3,-2,0,22,215,21,25,27,30,212,4,42,220,0,86,849,1.2,9.52,0.0,4,3,1,9.77,7.85,0.25,4,5,2,2,0,5,0,4,22.73,100.0,18.52,14.81,-0.09,0.0,0.94,9.23,0.9,1.07,1.16,1.29,9.1,0.17
Dad <|,34.0,-13,4,43,212,39,48,41,56,360,12,64,312,25,127,1112,1.17,18.75,9.3,9,15,0,4.93,8.78,0.32,0,12,4,2,0,13,1,15,27.91,50.0,31.71,36.59,-0.38,0.12,1.26,6.24,1.15,1.41,1.21,1.65,10.59,0.35
Dad Jokes!,8.0,-2,2,8,73,6,10,5,5,54,4,14,62,10,26,267,0.5,28.57,25.0,4,0,0,9.12,10.8,0.2,1,1,0,0,1,1,0,2,12.5,0.0,20.0,40.0,-0.25,0.25,1.0,9.12,0.75,1.25,0.62,0.62,6.75,0.5
danp,8.0,-1,3,11,108,8,10,10,11,46,1,14,91,15,39,286,1.1,7.14,27.27,2,1,0,9.82,4.6,0.16,1,3,0,0,2,0,1,1,27.27,0.0,0.0,10.0,-0.12,0.38,1.38,13.5,1.0,1.25,1.25,1.38,5.75,0.12
DiegoOnMac,5.5,-3,0,6,42,6,9,4,4,17,0,14,37,20,18,267,0.44,0.0,0.0,3,0,0,7.0,4.25,0.06,0,2,2,0,0,2,0,3,33.33,0.0,50.0,75.0,-0.55,0.0,1.09,7.64,1.09,1.64,0.73,0.73,3.09,0.0
dodsfall,31.700000000000003,-5,3,37,183,34,44,33,39,395,3,58,283,15,113,929,0.89,5.17,8.11,10,6,0,4.95,11.97,0.43,1,11,4,1,0,16,2,18,29.73,25.0,48.48,54.55,-0.16,0.09,1.17,5.77,1.07,1.39,1.04,1.23,12.46,0.09
Don Garyoni,8.0,-2,2,7,41,5,8,8,11,54,2,14,78,17,33,291,1.38,14.29,28.57,3,3,0,5.86,6.75,0.19,0,2,1,1,0,0,0,1,28.57,100.0,0.0,12.5,-0.25,0.25,0.88,5.12,0.62,1.0,1.0,1.38,6.75,0.25
Eat Tofu,43.7,4,5,38,244,32,49,58,79,335,11,76,409,165,193,1570,1.61,14.47,13.16,17,21,1,6.42,5.78,0.21,1,7,1,0,1,20,3,28,18.42,0.0,34.48,48.28,0.09,0.11,0.87,5.58,0.73,1.12,1.33,1.81,7.67,0.25
Eballs,6.8,5,0,8,59,8,8,7,7,47,2,12,96,0,38,229,0.88,16.67,0.0,0,0,0,7.38,6.71,0.21,0,1,0,0,0,4,0,6,12.5,0.0,57.14,85.71,0.74,0.0,1.18,8.68,1.18,1.18,1.03,1.03,6.91,0.29
eee,66.5,21,16,109,816,93,106,75,97,337,17,123,790,69,321,2118,0.92,13.82,14.68,13,22,0,7.49,4.49,0.16,10,30,18,5,3,19,4,29,27.52,27.78,25.33,38.67,0.32,0.24,1.64,12.27,1.4,1.59,1.13,1.46,5.07,0.26
EpicBlob,5.1,3,1,5,44,4,4,5,7,74,1,10,31,5,13,157,1.75,10.0,20.0,0,2,0,8.8,14.8,0.47,0,1,1,1,0,2,0,2,20.0,100.0,40.0,40.0,0.59,0.2,0.98,8.63,0.78,0.78,0.98,1.37,14.51,0.2
ez,97.7,-2,12,143,850,131,152,74,103,572,32,192,1188,45,471,3001,0.68,16.67,8.39,21,29,0,5.94,7.73,0.19,7,43,20,8,0,22,5,31,30.07,40.0,29.73,41.89,-0.02,0.12,1.46,8.7,1.34,1.56,0.76,1.05,5.85,0.33
fender,8.0,3,2,14,88,12,15,8,9,17,1,14,91,0,36,277,0.6,7.14,14.29,3,1,0,6.29,2.12,0.06,0,4,1,1,0,1,0,3,28.57,100.0,12.5,37.5,0.38,0.25,1.75,11.0,1.5,1.88,1.0,1.12,2.12,0.12
first slime,0.2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0.0,0.0,0.0,0,0,0,0.0,0.0,0.67,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
flopphone,31.3,-11,3,47,268,44,52,36,41,96,7,56,418,10,166,1232,0.79,12.5,6.38,8,5,0,5.7,2.67,0.08,1,17,5,1,0,2,1,3,36.17,20.0,5.56,8.33,-0.35,0.1,1.5,8.56,1.41,1.66,1.15,1.31,3.07,0.22
GillyBall,9.1,1,0,7,36,7,13,17,18,107,2,25,71,0,28,279,1.38,8.0,0.0,6,1,0,5.14,6.29,0.38,0,2,1,0,0,2,1,3,28.57,0.0,11.76,17.65,0.11,0.0,0.77,3.96,0.77,1.43,1.87,1.98,11.76,0.22
gl hf :),16.0,6,5,32,171,27,31,15,15,72,2,28,226,15,91,446,0.48,7.14,15.62,4,0,0,5.34,4.8,0.16,2,13,7,1,0,7,2,5,40.62,14.29,46.67,33.33,0.38,0.31,2.0,10.69,1.69,1.94,0.94,0.94,4.5,0.12
glizzy23,16.7,0,1,22,87,21,25,24,25,155,0,30,138,0,54,515,1.0,0.0,4.55,4,1,0,3.95,6.46,0.3,1,12,2,1,0,6,1,5,54.55,50.0,25.0,20.83,0.0,0.06,1.32,5.21,1.26,1.5,1.44,1.5,9.28,0.0
Goofy Goober,38.6,1,3,54,292,51,64,41,51,304,5,66,385,10,152,1125,0.8,7.58,5.56,13,10,0,5.41,7.41,0.27,3,22,5,0,1,12,4,15,40.74,0.0,29.27,36.59,0.03,0.08,1.4,7.56,1.32,1.66,1.06,1.32,7.88,0.13
grumpy,24.0,-2,1,25,137,24,32,36,39,296,5,49,265,25,109,718,1.22,10.2,4.0,8,3,0,5.48,8.22,0.41,1,8,6,4,1,13,2,14,32.0,66.67,36.11,38.89,-0.08,0.04,1.04,5.71,1.0,1.33,1.5,1.62,12.33,0.21
Guaderno,8.0,-1,1,8,21,7,11,9,15,68,1,14,77,5,31,251,1.36,7.14,12.5,4,6,0,2.62,7.56,0.27,0,3,1,1,0,2,0,3,37.5,100.0,22.22,33.33,-0.12,0.12,1.0,2.62,0.88,1.38,1.12,1.88,8.5,0.12
Homie,88.2,-5,9,113,982,102,117,111,129,544,19,158,862,103,358,2989,1.1,12.03,7.96,15,18,2,8.69,4.9,0.18,11,23,8,2,0,33,3,36,20.35,25.0,29.73,32.43,-0.06,0.1,1.28,11.13,1.16,1.33,1.26,1.46,6.17,0.22
Horizon,13.1,4,4,17,135,13,20,18,20,64,2,26,127,45,59,440,1.0,7.69,23.53,7,2,0,7.94,3.56,0.15,1,4,1,0,1,3,0,3,23.53,0.0,16.67,16.67,0.31,0.31,1.3,10.31,0.99,1.53,1.37,1.53,4.89,0.15
Iodized Salt,29.9,-12,3,51,225,47,55,27,36,173,5,54,369,55,153,935,0.65,9.26,5.88,8,9,1,4.41,6.41,0.19,1,19,5,1,0,13,2,11,37.25,20.0,48.15,40.74,-0.4,0.1,1.71,7.53,1.57,1.84,0.9,1.2,5.79,0.17
Irony,119.1,22,28,158,1077,130,172,138,172,990,45,221,1292,55,515,3459,1.0,20.36,17.72,42,34,0,6.82,7.17,0.29,9,35,14,5,6,51,6,61,22.15,35.71,36.96,44.2,0.18,0.24,1.33,9.04,1.09,1.44,1.16,1.44,8.31,0.38
ish,8.8,1,3,16,110,13,15,8,8,14,2,16,99,10,40,274,0.53,12.5,18.75,2,0,0,6.88,1.75,0.05,1,3,0,0,1,1,1,2,18.75,0.0,12.5,25.0,0.11,0.34,1.82,12.5,1.48,1.7,0.91,0.91,1.59,0.23
Ivanchuk,115.5,-12,13,149,677,135,166,147,186,958,30,204,1332,130,544,3654,1.12,14.71,8.72,31,39,1,4.54,6.52,0.26,3,51,15,4,1,42,6,51,34.23,26.67,28.57,34.69,-0.1,0.11,1.29,5.86,1.17,1.44,1.27,1.61,8.29,0.26
Jer32,16.0,-2,0,14,113,13,20,19,29,154,6,28,168,53,74,557,1.45,21.43,0.0,7,10,1,8.07,8.11,0.28,1,4,0,0,0,7,1,11,28.57,0.0,36.84,57.89,-0.12,0.0,0.88,7.06,0.81,1.25,1.19,1.81,9.62,0.38
jerm,8.0,-2,0,8,19,8,8,15,16,60,3,14,108,0,42,335,2.0,21.43,0.0,0,1,0,2.38,4.0,0.18,0,6,3,0,0,7,1,6,75.0,0.0,46.67,40.0,-0.25,0.0,1.0,2.38,1.0,1.0,1.88,2.0,7.5,0.38
jjpoole,16.0,-5,1,24,126,23,36,22,30,114,6,28,221,15,89,490,0.83,21.43,4.17,13,8,0,5.25,5.18,0.23,1,8,3,0,0,11,1,13,33.33,0.0,50.0,59.09,-0.31,0.06,1.5,7.88,1.44,2.25,1.38,1.88,7.12,0.38
joy.,13.4,9,2,14,105,12,22,23,24,99,1,24,126,10,52,424,1.09,4.17,14.29,10,1,0,7.5,4.3,0.23,1,3,0,0,0,5,4,4,21.43,0.0,21.74,17.39,0.67,0.15,1.04,7.84,0.9,1.64,1.72,1.79,7.39,0.07
JukeOfEarl,21.7,-8,2,35,146,32,46,16,20,29,1,38,224,30,92,762,0.43,2.63,5.71,14,4,1,4.17,1.81,0.04,0,13,9,4,0,1,1,1,37.14,44.44,6.25,6.25,-0.37,0.09,1.61,6.73,1.47,2.12,0.74,0.92,1.34,0.05
Jukester,15.4,-6,2,22,173,20,23,18,24,49,3,28,160,0,64,484,1.04,10.71,9.09,3,6,0,7.86,2.72,0.1,2,5,1,0,1,7,0,8,22.73,0.0,38.89,44.44,-0.39,0.13,1.43,11.23,1.3,1.49,1.17,1.56,3.18,0.19
K O,46.5,-5,4,53,303,49,62,48,49,462,10,83,447,15,177,1553,0.79,12.05,7.55,13,1,0,5.72,9.62,0.3,2,17,6,3,1,17,1,25,32.08,50.0,35.42,52.08,-0.11,0.09,1.14,6.52,1.05,1.33,1.03,1.05,9.94,0.22
karma,40.9,0,7,46,282,39,50,56,71,478,10,81,403,20,162,1152,1.42,12.35,15.22,11,15,0,6.13,8.54,0.41,3,15,4,1,0,27,1,31,32.61,25.0,48.21,55.36,0.0,0.17,1.12,6.89,0.95,1.22,1.37,1.74,11.69,0.24
kojiro,16.5,0,0,25,182,25,29,10,20,72,6,29,176,30,74,588,0.69,20.69,0.0,4,10,0,7.28,7.2,0.12,1,8,3,1,0,4,0,5,32.0,33.33,40.0,50.0,0.0,0.0,1.52,11.03,1.52,1.76,0.61,1.21,4.36,0.36
kwib,38.3,5,6,26,178,20,35,58,66,568,7,70,265,77,117,1155,1.89,10.0,23.08,15,8,0,6.85,9.79,0.49,1,4,2,0,0,26,1,26,15.38,0.0,44.83,44.83,0.13,0.16,0.68,4.65,0.52,0.91,1.51,1.72,14.83,0.18
Light,28.0,1,3,38,221,35,41,37,37,173,7,53,369,25,151,938,0.9,13.21,7.89,6,0,0,5.82,4.68,0.18,2,10,6,1,0,7,2,12,26.32,16.67,18.92,32.43,0.04,0.11,1.36,7.89,1.25,1.46,1.32,1.32,6.18,0.25
lizzey,46.1,10,7,41,298,34,47,62,73,564,14,89,437,20,174,1386,1.55,15.73,17.07,13,11,0,7.27,9.1,0.41,4,10,4,1,3,30,5,36,24.39,25.0,48.39,58.06,0.22,0.15,0.89,6.46,0.74,1.02,1.34,1.58,12.23,0.3
LogisticMap,82.2,-12,8,90,550,81,102,97,108,781,14,149,961,45,387,2599,1.06,9.4,8.89,21,11,1,6.11,8.05,0.3,3,22,11,3,0,27,3,34,24.44,27.27,27.84,35.05,-0.15,0.1,1.09,6.69,0.99,1.24,1.18,1.31,9.5,0.17
Marijuana,47.8,10,9,62,440,53,68,53,61,372,9,95,462,10,182,1564,0.9,9.47,14.52,15,8,0,7.1,7.02,0.24,5,13,4,2,1,15,1,18,20.97,50.0,28.3,33.96,0.21,0.19,1.3,9.21,1.11,1.42,1.11,1.28,7.78,0.19
MDK,8.0,1,1,15,51,14,17,4,7,22,3,14,96,15,41,252,0.41,21.43,6.67,3,3,0,3.4,5.5,0.09,0,6,2,1,0,1,0,1,40.0,50.0,25.0,25.0,0.12,0.12,1.88,6.38,1.75,2.12,0.5,0.88,2.75,0.38
metalhead,7.0,5,3,9,53,6,6,6,8,67,2,12,49,0,18,235,1.33,16.67,33.33,0,2,0,5.89,11.17,0.29,0,1,0,0,0,2,0,2,11.11,0.0,33.33,33.33,0.71,0.43,1.29,7.57,0.86,0.86,0.86,1.14,9.57,0.29
mex,40.0,9,8,48,253,40,56,89,95,382,7,70,434,10,172,1260,1.7,10.0,16.67,16,6,0,5.27,4.29,0.3,3,13,5,0,1,32,4,39,27.08,0.0,35.96,43.82,0.22,0.2,1.2,6.32,1.0,1.4,2.22,2.38,9.55,0.18
mmmbogy,13.7,-6,0,22,88,22,35,9,9,19,1,25,158,5,63,541,0.26,4.0,0.0,13,0,0,4.0,2.11,0.04,0,6,2,0,0,3,1,3,27.27,0.0,33.33,33.33,-0.44,0.0,1.61,6.42,1.61,2.55,0.66,0.66,1.39,0.07
Montoorn,8.0,-2,0,9,48,9,11,13,13,78,0,14,62,0,24,252,1.18,0.0,0.0,2,0,0,5.33,6.0,0.31,0,4,3,0,0,3,1,5,44.44,0.0,23.08,38.46,-0.25,0.0,1.12,6.0,1.12,1.38,1.62,1.62,9.75,0.0
NameLEss,25.0,-5,1,19,79,18,26,34,42,244,8,47,290,30,120,854,1.62,17.02,5.26,8,8,0,4.16,7.18,0.29,0,5,2,1,0,8,0,14,26.32,50.0,23.53,41.18,-0.2,0.04,0.76,3.16,0.72,1.04,1.36,1.68,9.76,0.32
nej,24.9,-1,4,51,343,46,53,23,30,115,9,45,270,55,115,889,0.57,20.0,7.84,7,7,1,6.73,5.0,0.13,4,10,5,1,1,9,1,11,19.61,20.0,39.13,47.83,-0.04,0.16,2.05,13.78,1.85,2.13,0.92,1.2,4.62,0.36
Neph,8.0,-1,1,13,117,12,16,11,15,52,2,14,77,5,31,275,0.94,14.29,7.69,4,4,0,9.0,4.73,0.19,2,4,3,1,0,1,0,1,30.77,33.33,9.09,9.09,-0.12,0.12,1.62,14.62,1.5,2.0,1.38,1.88,6.5,0.25
No one,9.1,-1,2,15,135,13,13,6,6,55,2,25,102,0,40,289,0.46,8.0,13.33,0,0,0,9.0,9.17,0.19,2,3,0,0,0,1,0,2,20.0,0.0,16.67,33.33,-0.11,0.22,1.65,14.84,1.43,1.43,0.66,0.66,6.04,0.22
o o l e r,26.599999999999998,0,5,40,251,34,44,20,29,115,2,47,387,30,158,890,0.66,4.26,12.5,10,9,1,6.28,5.75,0.13,2,11,4,3,0,5,4,6,27.5,75.0,25.0,30.0,0.0,0.19,1.5,9.44,1.28,1.65,0.75,1.09,4.32,0.08
perl,8.0,3,0,6,50,5,12,9,9,24,1,14,56,30,28,277,0.75,7.14,0.0,7,0,1,8.33,2.67,0.09,0,1,0,0,0,3,0,3,16.67,0.0,33.33,33.33,0.38,0.0,0.75,6.25,0.62,1.5,1.12,1.12,3.0,0.12
Pickle Ball,58.0,0,4,62,277,57,70,63,83,582,17,104,628,110,268,1684,1.19,16.35,6.45,13,20,1,4.47,9.24,0.35,0,18,8,2,0,28,3,26,29.03,25.0,44.44,41.27,0.0,0.07,1.07,4.78,0.98,1.21,1.09,1.43,10.03,0.29
Poos,3.8,-2,1,4,14,3,5,3,3,26,0,12,33,0,12,178,0.6,0.0,25.0,2,0,0,3.5,8.67,0.15,0,1,0,0,0,1,0,1,25.0,0.0,33.33,33.33,-0.53,0.26,1.05,3.68,0.79,1.32,0.79,0.79,6.84,0.0
Prime,71.2,13,14,101,679,86,106,76,92,364,17,137,818,100,340,2379,0.87,12.41,13.86,20,16,1,6.72,4.79,0.15,4,29,9,2,3,23,4,25,28.71,22.22,30.26,32.89,0.18,0.2,1.42,9.54,1.21,1.49,1.07,1.29,5.11,0.24
Professor X,6.4,-5,0,6,7,6,11,4,4,53,0,10,50,0,20,243,0.36,0.0,0.0,5,0,0,1.17,13.25,0.22,0,4,1,0,0,2,0,2,66.67,0.0,50.0,50.0,-0.78,0.0,0.94,1.09,0.94,1.72,0.62,0.62,8.28,0.0
PuyoPuyo,9.1,1,1,11,95,10,12,8,8,101,0,25,87,0,34,279,0.67,0.0,9.09,2,0,0,8.64,12.62,0.36,1,2,0,0,0,5,0,6,18.18,0.0,62.5,75.0,0.11,0.11,1.21,10.44,1.1,1.32,0.88,0.88,11.1,0.0
rai,1.7,-1,0,1,0,1,1,3,3,15,0,4,10,0,4,84,3.0,0.0,0.0,0,0,0,0.0,5.0,0.18,0,1,0,0,0,1,0,2,100.0,0.0,33.33,66.67,-0.59,0.0,0.59,0.0,0.59,0.59,1.76,1.76,8.82,0.0
Rascasse,24.9,-1,0,11,47,11,27,35,36,334,1,45,120,30,54,889,1.33,2.22,0.0,16,1,0,4.27,9.54,0.38,0,5,2,2,0,12,1,9,45.45,100.0,34.29,25.71,-0.04,0.0,0.44,1.89,0.44,1.08,1.41,1.45,13.41,0.04
rc,39.4,-2,5,51,219,46,57,48,62,336,14,70,500,55,207,1329,1.09,20.0,9.8,11,14,0,4.29,7.0,0.25,1,19,8,2,1,14,4,16,37.25,25.0,29.17,33.33,-0.05,0.13,1.29,5.56,1.17,1.45,1.22,1.57,8.53,0.36
RedBull,57.2,-13,7,111,550,104,122,58,66,153,14,105,739,30,296,2060,0.54,13.33,6.31,18,8,0,4.95,2.64,0.07,2,37,18,6,0,17,4,17,33.33,33.33,29.31,29.31,-0.23,0.12,1.94,9.62,1.82,2.13,1.01,1.15,2.67,0.24
rizzmaster,14.4,-7,0,25,129,24,31,10,12,76,1,24,157,20,66,542,0.39,4.17,0.0,7,2,1,5.16,7.6,0.14,0,8,2,1,0,5,1,6,32.0,50.0,50.0,60.0,-0.49,0.0,1.74,8.96,1.67,2.15,0.69,0.83,5.28,0.07
Sadness,7.4,5,1,10,62,9,13,8,13,46,2,14,116,5,47,234,1.0,14.29,10.0,4,5,0,6.2,5.75,0.2,0,2,2,2,0,2,1,5,20.0,100.0,25.0,62.5,0.68,0.14,1.35,8.38,1.22,1.76,1.08,1.76,6.22,0.27
sinagot,8.0,2,0,9,57,9,9,8,9,34,1,14,75,30,36,314,1.0,7.14,0.0,0,1,0,6.33,4.25,0.11,1,3,2,0,0,3,0,1,33.33,0.0,37.5,12.5,0.25,0.0,1.12,7.12,1.12,1.12,1.0,1.12,4.25,0.12
